person_cluster,area_name,variant,observed,expected,standardized_residual,area_total
Anna / Anne / Ann / Anni,Järva-Jaani,Anu,4,0.1488,9.983770916864534,9
Anna / Anne / Ann / Anni,Suojärvi,Anni/Annie,24,4.718933333333333,8.875833265350911,28
Anna / Anne / Ann / Anni,Vuole,Anni/Annie,20,3.5392,8.749805226455281,21
Anna / Anne / Ann / Anni,Narvusi,Anni/Annie,25,5.5616,8.242531954834462,33
Anna / Anne / Ann / Anni,Paatene,Anni/Annie,16,2.6965333333333334,8.101434576301461,16
Anna / Anne / Ann / Anni,Tulemajärvi,Anni/Annie,23,5.056,7.980235871010457,30
Anna / Anne / Ann / Anni,Vuokkiniemi,Anni/Annie,10,1.6853333333333333,6.404746393988448,10
Anna / Anne / Ann / Anni,Soikkola,Anni/Annie,16,4.0448,5.944404027361054,24
Anna / Anne / Ann / Anni,Setumaa,Gift,19,5.4208,5.8323354225987485,42
Anna / Anne / Ann / Anni,Skuoritsa,Anni/Annie,8,1.3482666666666667,5.728579326241928,8
Anna / Anne / Ann / Anni,Jõelähtme,Anna,3,0.24053333333333332,5.626489560514178,11
Anna / Anne / Ann / Anni,Suistamo,Anni/Annie,18,5.393066666666667,5.428646492691898,32
Anna / Anne / Ann / Anni,Koprina,Anni/Annie,10,2.190933333333333,5.275754147426043,13
Anna / Anne / Ann / Anni,Kuusamo,Anni/Annie,8,1.5168,5.264113679149057,9
Anna / Anne / Ann / Anni,Heinävesi,Anna,2,0.1312,5.15936089821683,6
Anna / Anne / Ann / Anni,Käina,Ann,10,2.272,5.126995660915099,10
Anna / Anne / Ann / Anni,Toksova,Anni/Annie,7,1.3482666666666667,4.867363303414505,8
Anna / Anne / Ann / Anni,Puhja,Anu,2,0.1488,4.799012443212408,9
Anna / Anne / Ann / Anni,Rannu,Anu,2,0.1488,4.799012443212408,9
Anna / Anne / Ann / Anni,Suistamo,Other,12,3.345066666666667,4.732180898319691,32
Anna / Anne / Ann / Anni,Ilomantsi,Anni/Annie,10,2.528,4.699464014684701,15
Anna / Anne / Ann / Anni,Kuusalu,Gift,15,4.7754666666666665,4.678811903457476,37
Anna / Anne / Ann / Anni,Pühalepa,Ann,13,3.8624,4.649470736286988,17
Anna / Anne / Ann / Anni,Tyrö,Anni/Annie,5,0.8426666666666667,4.528839606969319,5
Anna / Anne / Ann / Anni,Koivisto,Anni/Annie,8,1.8538666666666668,4.51401221225612,11
Anna / Anne / Ann / Anni,Moloskovitsa,Anni/Annie,7,1.5168,4.452151426072018,9
Anna / Anne / Ann / Anni,Hämeenlinna,Anni/Annie,6,1.1797333333333333,4.4379166326754556,7
Anna / Anne / Ann / Anni,Lempaala,Anni/Annie,6,1.1797333333333333,4.4379166326754556,7
Anna / Anne / Ann / Anni,Rovaniemi,Anni/Annie,6,1.1797333333333333,4.4379166326754556,7
Anna / Anne / Ann / Anni,Pöide,Anu,3,0.36373333333333335,4.371170906389285,22
Anna / Anne / Ann / Anni,Risti,Anna,2,0.17493333333333333,4.363575024205487,8
Anna / Anne / Ann / Anni,Karksi,Anne,35,17.277866666666668,4.263545877723718,52
Anna / Anne / Ann / Anni,Vigala,Ann,21,8.6336,4.208693780236844,38
Anna / Anne / Ann / Anni,Helme,Anne,27,12.293866666666666,4.194249388248161,37
Anna / Anne / Ann / Anni,Kaprio,Anni/Annie,7,1.6853333333333333,4.093861309563494,10
Anna / Anne / Ann / Anni,Korpiselkä,Anni/Annie,6,1.3482666666666667,4.006147280587083,8
Anna / Anne / Ann / Anni,Seiskari,Anni/Annie,6,1.3482666666666667,4.006147280587083,8
Anna / Anne / Ann / Anni,Salmi,Anni/Annie,5,1.0112,3.96664861890019,6
Anna / Anne / Ann / Anni,Varbla,Ann,10,3.1808,3.8235365554345715,14
Anna / Anne / Ann / Anni,Saarde,Anne,19,8.306666666666667,3.7102204365149842,25
Anna / Anne / Ann / Anni,Sakkola,Anni/Annie,6,1.5168,3.6401891729949796,9
Anna / Anne / Ann / Anni,Halliste,Anne,20,9.303466666666667,3.5068779059081057,28
Anna / Anne / Ann / Anni,Hietamäki,Anni/Annie,4,0.8426666666666667,3.4394779311428305,5
Anna / Anne / Ann / Anni,Kontiolahti,Anni/Annie,4,0.8426666666666667,3.4394779311428305,5
Anna / Anne / Ann / Anni,Repola,Anni/Annie,4,0.8426666666666667,3.4394779311428305,5
Anna / Anne / Ann / Anni,Harju-Jaani,Anna,2,0.2624,3.392094108220524,12
Anna / Anne / Ann / Anni,Narvusi,Anu,3,0.5456,3.3228302955493425,33
Anna / Anne / Ann / Anni,Paistu,Anne,31,17.277866666666668,3.3012360253981026,52
Anna / Anne / Ann / Anni,Hargla,Gift,5,1.2906666666666666,3.2650423239845554,10
Anna / Anne / Ann / Anni,Pärnu-Jaagupi,Gift,5,1.2906666666666666,3.2650423239845554,10
Anna / Anne / Ann / Anni,Muhu,Ann,16,7.2704,3.237540363552832,32
Anna / Anne / Ann / Anni,Pöide,Ann,12,4.9984,3.1317118242367097,22
Anna / Anne / Ann / Anni,Ridala,Ann,6,1.8176,3.102247254518732,8
Anna / Anne / Ann / Anni,Kontokki,Anni/Annie,9,3.3706666666666667,3.066189996892954,20
Anna / Anne / Ann / Anni,Sangaste,Gift,8,2.8394666666666666,3.0625007255042402,22
Anna / Anne / Ann / Anni,Tarvastu,Ann,22,11.5872,3.0589915361844247,51
Anna / Anne / Ann / Anni,Kontokki,Ann,11,4.544,3.028617032039635,20
Anna / Anne / Ann / Anni,Liperi,Other,3,0.6272,2.996112447141857,6
Anna / Anne / Ann / Anni,Heinävesi,Anni/Annie,4,1.0112,2.972202013680527,6
Anna / Anne / Ann / Anni,Järva-Madise,Gift,4,1.0325333333333333,2.9203426343373438,8
Anna / Anne / Ann / Anni,Risti,Gift,4,1.0325333333333333,2.9203426343373438,8
Anna / Anne / Ann / Anni,Ilomantsi,Anna,2,0.328,2.9194386363168365,15
Anna / Anne / Ann / Anni,Tulemajärvi,Anna,3,0.656,2.8940477181832973,30
Anna / Anne / Ann / Anni,Lüganuse,Anu,1,0.0992,2.86004286004429,6
Anna / Anne / Ann / Anni,Tõstamaa,Anu,1,0.0992,2.86004286004429,6
Anna / Anne / Ann / Anni,Võnnu,Ann,11,4.7712,2.8516129315179746,21
Anna / Anne / Ann / Anni,Haljala,Gift,16,8.002133333333333,2.827295929850447,62
Anna / Anne / Ann / Anni,Viljandi,Anne,24,13.622933333333334,2.8115077900394208,41
Anna / Anne / Ann / Anni,Tarvastu,Anna,4,1.1152,2.7317397927973244,51
Anna / Anne / Ann / Anni,Sangaste,Anu,2,0.36373333333333335,2.713079575319103,22
Anna / Anne / Ann / Anni,Jõhvi,Ann,11,4.9984,2.684426657383889,22
Anna / Anne / Ann / Anni,Kõpu,Anne,7,2.6581333333333332,2.6631038465253805,8
Anna / Anne / Ann / Anni,Viru-Jaagupi,Other,4,1.1498666666666666,2.657917124077855,11
Anna / Anne / Ann / Anni,Kolga-Jaani,Anne,26,15.616533333333333,2.627544359823545,47
Anna / Anne / Ann / Anni,Haljala,Other,13,6.481066666666667,2.56066812415143,62
Anna / Anne / Ann / Anni,Väike-Maarja,Anne,15,7.9744,2.4879085442512925,24
Anna / Anne / Ann / Anni,Audru,Ann,8,3.408,2.487436978700103,15
Anna / Anne / Ann / Anni,Vändra,Anne,14,7.309866666666666,2.474457765359963,22
Anna / Anne / Ann / Anni,Karja,Ann,6,2.272,2.473271198743723,10
Anna / Anne / Ann / Anni,Laiuse,Anne,12,5.9808,2.4612692963096623,18
Anna / Anne / Ann / Anni,Pilistvere,Anne,18,10.300266666666667,2.3991171218798684,31
Anna / Anne / Ann / Anni,Liperi,Anna,1,0.1312,2.3985727463456668,6
Anna / Anne / Ann / Anni,Tõstamaa,Anna,1,0.1312,2.3985727463456668,6
Anna / Anne / Ann / Anni,Ridala,Anu,1,0.13226666666666667,2.385948561397418,8
Anna / Anne / Ann / Anni,Alatornio,Anni/Annie,3,0.8426666666666667,2.3501162553163426,5
Anna / Anne / Ann / Anni,Lavansaari,Anni/Annie,3,0.8426666666666667,2.3501162553163426,5
Anna / Anne / Ann / Anni,Häädemeeste,Anne,7,2.9904,2.3186564623208357,9
Anna / Anne / Ann / Anni,Urvaste,Gift,8,3.6138666666666666,2.3072559092513525,28
Anna / Anne / Ann / Anni,Peetri,Ann,8,3.6352,2.2892867454333676,16
Anna / Anne / Ann / Anni,Urvaste,Anu,2,0.4629333333333333,2.2590897124118463,28
Anna / Anne / Ann / Anni,Vändra,Anna,2,0.48106666666666664,2.189959484213841,22
Anna / Anne / Ann / Anni,Kursi,Gift,4,1.4197333333333333,2.16551503039277,11
Anna / Anne / Ann / Anni,Simuna,Gift,4,1.4197333333333333,2.16551503039277,11
Anna / Anne / Ann / Anni,Viru-Nigula,Anu,2,0.496,2.135536496768964,30
Anna / Anne / Ann / Anni,Kanepi,Anne,5,1.9936,2.1292553653601365,6
Anna / Anne / Ann / Anni,Põltsamaa,Gift,10,5.291733333333333,2.046737171972055,41
Anna / Anne / Ann / Anni,Suistamo,Anu,2,0.5290666666666667,2.0222637161444617,32
Anna / Anne / Ann / Anni,Rõuge,Anni/Annie,4,1.5168,2.0162646668409026,9
Anna / Anne / Ann / Anni,Suure-Jaani,Ann,11,6.1344,1.964492418989466,27
Anna / Anne / Ann / Anni,Kaprio,Other,3,1.0453333333333332,1.9118125459585087,10
Anna / Anne / Ann / Anni,Urvaste,Ann,11,6.3616,1.8390139296374028,28
Anna / Anne / Ann / Anni,Ambla,Anna,2,0.5904,1.8345211229848257,27
Anna / Anne / Ann / Anni,Tartu-Maarja,Anne,4,1.6613333333333333,1.8144288227748142,5
Anna / Anne / Ann / Anni,Häädemeeste,Anna,1,0.1968,1.8105526264122043,9
Anna / Anne / Ann / Anni,Harju-Jaani,Anu,1,0.1984,1.7996451263082847,12
Anna / Anne / Ann / Anni,Jõhvi,Other,5,2.299733333333333,1.7806063395096048,22
Anna / Anne / Ann / Anni,Sangaste,Other,5,2.299733333333333,1.7806063395096048,22
Anna / Anne / Ann / Anni,Urvaste,Anna,2,0.6122666666666666,1.7735184554897743,28
Anna / Anne / Ann / Anni,Karuse,Ann,7,3.6352,1.7647983964979368,16
Anna / Anne / Ann / Anni,Paide,Anne,7,3.654933333333333,1.7497058656457407,11
Anna / Anne / Ann / Anni,Torma,Anne,7,3.654933333333333,1.7497058656457407,11
Anna / Anne / Ann / Anni,Karksi,Anna,3,1.1370666666666667,1.7470460372182812,52
Anna / Anne / Ann / Anni,Nõo,Anne,6,2.9904,1.7403802097468042,9
Anna / Anne / Ann / Anni,Puhja,Anne,6,2.9904,1.7403802097468042,9
Anna / Anne / Ann / Anni,Vaivara,Anne,6,2.9904,1.7403802097468042,9
Anna / Anne / Ann / Anni,Pärnu,Gift,2,0.6453333333333333,1.6863215709856023,5
Anna / Anne / Ann / Anni,Karksi,Gift,11,6.7114666666666665,1.6553890239193991,52
Anna / Anne / Ann / Anni,Põltsamaa,Anu,2,0.6778666666666666,1.6058431202748833,41
Anna / Anne / Ann / Anni,Jõelähtme,Ann,5,2.4992,1.5818979184282989,11
Anna / Anne / Ann / Anni,Viru-Jaagupi,Ann,5,2.4992,1.5818979184282989,11
Anna / Anne / Ann / Anni,Maarja-Magdaleena,Anne,12,7.642133333333334,1.5764007511318245,23
Anna / Anne / Ann / Anni,Rapla,Anna,1,0.24053333333333332,1.5485352018114011,11
Anna / Anne / Ann / Anni,Simuna,Anna,1,0.24053333333333332,1.5485352018114011,11
Anna / Anne / Ann / Anni,Torma,Anna,1,0.24053333333333332,1.5485352018114011,11
Anna / Anne / Ann / Anni,Viru-Jaagupi,Anna,1,0.24053333333333332,1.5485352018114011,11
Anna / Anne / Ann / Anni,Karula,Other,2,0.7317333333333333,1.482634694231971,7
Anna / Anne / Ann / Anni,Märjamaa,Other,2,0.7317333333333333,1.482634694231971,7
Anna / Anne / Ann / Anni,Kodavere,Anne,6,3.3226666666666667,1.4687878041763434,10
Anna / Anne / Ann / Anni,Türi,Anne,6,3.3226666666666667,1.4687878041763434,10
Anna / Anne / Ann / Anni,Jüri,Anne,5,2.6581333333333332,1.436394667742654,8
Anna / Anne / Ann / Anni,Rõngu,Anne,5,2.6581333333333332,1.436394667742654,8
Anna / Anne / Ann / Anni,Tõstamaa,Anne,4,1.9936,1.4210144907725444,6
Anna / Anne / Ann / Anni,Kadrina,Anne,27,20.600533333333335,1.4099527184954177,62
Anna / Anne / Ann / Anni,Koprina,Other,3,1.3589333333333333,1.4077552264521516,13
Anna / Anne / Ann / Anni,Koeru,Anne,16,11.297066666666666,1.3992199111656283,34
Anna / Anne / Ann / Anni,Lüganuse,Gift,2,0.7744,1.3927272727272728,6
Anna / Anne / Ann / Anni,Pühalepa,Anu,1,0.2810666666666667,1.356075746215902,17
Anna / Anne / Ann / Anni,Koeru,Other,6,3.554133333333333,1.2973761805974369,34
Anna / Anne / Ann / Anni,Simuna,Anne,6,3.654933333333333,1.226635314292781,11
Anna / Anne / Ann / Anni,Kose,Anne,13,9.303466666666667,1.2119151758002134,28
Anna / Anne / Ann / Anni,Audru,Anna,1,0.328,1.1733628968928913,15
Anna / Anne / Ann / Anni,Iisaku,Gift,2,0.9034666666666666,1.1536279546256762,7
Anna / Anne / Ann / Anni,Põlva,Gift,2,0.9034666666666666,1.1536279546256762,7
Anna / Anne / Ann / Anni,Türi,Ann,4,2.272,1.1464089676580347,10
Anna / Anne / Ann / Anni,Audru,Other,3,1.568,1.1435890513498923,15
Anna / Anne / Ann / Anni,Pilistvere,Ann,10,7.0432,1.114132746339162,31
Anna / Anne / Ann / Anni,Iisaku,Anne,4,2.3258666666666667,1.0977353157803693,7
Anna / Anne / Ann / Anni,Mustjala,Anne,4,2.3258666666666667,1.0977353157803693,7
Anna / Anne / Ann / Anni,Moloskovitsa,Other,2,0.9408,1.0920167948672352,9
Anna / Anne / Ann / Anni,Nõo,Other,2,0.9408,1.0920167948672352,9
Anna / Anne / Ann / Anni,Rannu,Other,2,0.9408,1.0920167948672352,9
Anna / Anne / Ann / Anni,Sakkola,Other,2,0.9408,1.0920167948672352,9
Anna / Anne / Ann / Anni,Viru-Nigula,Other,5,3.136,1.0525867068846175,30
Anna / Anne / Ann / Anni,Karuse,Other,3,1.6725333333333334,1.0264463000092703,16
Anna / Anne / Ann / Anni,Peetri,Other,3,1.6725333333333334,1.0264463000092703,16
Anna / Anne / Ann / Anni,Kolga-Jaani,Ann,14,10.6784,1.0164692367798194,47
Anna / Anne / Ann / Anni,Otepää,Anne,6,3.9872,1.0080141149104749,12
Anna / Anne / Ann / Anni,Palamuse,Anne,6,3.9872,1.0080141149104749,12
Anna / Anne / Ann / Anni,Kadrina,Other,9,6.481066666666667,0.9894490346369306,62
Anna / Anne / Ann / Anni,Jüri,Gift,2,1.0325333333333333,0.9521030802818011,8
Anna / Anne / Ann / Anni,Rõngu,Gift,2,1.0325333333333333,0.9521030802818011,8
Anna / Anne / Ann / Anni,Paide,Ann,4,2.4992,0.949341169216727,11
Anna / Anne / Ann / Anni,Tori,Ann,6,4.0896,0.9446781999223072,18
Anna / Anne / Ann / Anni,Soikkola,Other,4,2.5088,0.9414621715226605,24
Anna / Anne / Ann / Anni,Äksi,Anne,7,4.984,0.9030286120369073,15
Anna / Anne / Ann / Anni,Paistu,Gift,9,6.7114666666666665,0.8833819551844474,52
Anna / Anne / Ann / Anni,Saarde,Other,4,2.6133333333333333,0.8577775427960154,25
Anna / Anne / Ann / Anni,Viru-Nigula,Ann,9,6.816,0.8365421787939975,30
Anna / Anne / Ann / Anni,Narvusi,Other,5,3.4496,0.8347556939881512,33
Anna / Anne / Ann / Anni,Viljandi,Other,6,4.285866666666666,0.8279903445203223,41
Anna / Anne / Ann / Anni,Ambla,Gift,5,3.4848,0.8116728748892855,27
Anna / Anne / Ann / Anni,Võnnu,Anna,1,0.4592,0.7980603664084915,21
Anna / Anne / Ann / Anni,Setumaa,Ann,12,9.5424,0.7955773121182778,42
Anna / Anne / Ann / Anni,Koivisto,Other,2,1.1498666666666666,0.7927993816953782,11
Anna / Anne / Ann / Anni,Kursi,Other,2,1.1498666666666666,0.7927993816953782,11
Anna / Anne / Ann / Anni,Rannu,Gift,2,1.1616,0.7778985607384153,9
Anna / Anne / Ann / Anni,Maarja-Magdaleena,Ann,7,5.2256,0.7762175312682214,23
Anna / Anne / Ann / Anni,Palamuse,Ann,4,2.7264,0.7713265203135227,12
Anna / Anne / Ann / Anni,Äksi,Gift,3,1.936,0.7646962341861718,15
Anna / Anne / Ann / Anni,Ambla,Ann,8,6.1344,0.7532384612106928,27
Anna / Anne / Ann / Anni,Halliste,Gift,5,3.6138666666666666,0.7291534664572308,28
Anna / Anne / Ann / Anni,Kadrina,Gift,10,8.002133333333333,0.7062583724473043,62
Anna / Anne / Ann / Anni,Rapla,Anne,5,3.654933333333333,0.7035647629398212,11
Anna / Anne / Ann / Anni,Pöide,Gift,4,2.8394666666666666,0.6887145079265428,22
Anna / Anne / Ann / Anni,Suure-Jaani,Anne,11,8.9712,0.67735129714175,27
Anna / Anne / Ann / Anni,Rõuge,Ann,3,2.0448,0.6679883612041646,9
Anna / Anne / Ann / Anni,Harju-Jaani,Other,2,1.2544,0.6657142857142858,12
Anna / Anne / Ann / Anni,Alatornio,Other,1,0.5226666666666666,0.6602514466391692,5
Anna / Anne / Ann / Anni,Hietamäki,Other,1,0.5226666666666666,0.6602514466391692,5
Anna / Anne / Ann / Anni,Kontiolahti,Other,1,0.5226666666666666,0.6602514466391692,5
Anna / Anne / Ann / Anni,Lavansaari,Other,1,0.5226666666666666,0.6602514466391692,5
Anna / Anne / Ann / Anni,Repola,Other,1,0.5226666666666666,0.6602514466391692,5
Anna / Anne / Ann / Anni,Tartu-Maarja,Other,1,0.5226666666666666,0.6602514466391692,5
Anna / Anne / Ann / Anni,Kose,Ann,8,6.3616,0.6495861552082444,28
Anna / Anne / Ann / Anni,Põltsamaa,Anne,16,13.622933333333334,0.6440299234314486,41
Anna / Anne / Ann / Anni,Suojärvi,Other,4,2.9269333333333334,0.6272205645068809,28
Anna / Anne / Ann / Anni,Kodavere,Gift,2,1.2906666666666666,0.6243718606613169,10
Anna / Anne / Ann / Anni,Risti,Anni/Annie,2,1.3482666666666667,0.5612831892773922,8
Anna / Anne / Ann / Anni,Vigala,Other,5,3.9722666666666666,0.515657388262264,38
Anna / Anne / Ann / Anni,Kose,Anna,1,0.6122666666666666,0.4955218743816549,28
Anna / Anne / Ann / Anni,Kuusalu,Anne,14,12.293866666666666,0.4865962063177583,37
Anna / Anne / Ann / Anni,Salmi,Other,1,0.6272,0.47073108576133027,6
Anna / Anne / Ann / Anni,Tori,Gift,3,2.3232,0.4440348433949304,18
Anna / Anne / Ann / Anni,Varbla,Other,2,1.4634666666666667,0.44351191446246985,14
Anna / Anne / Ann / Anni,Karula,Anne,3,2.3258666666666667,0.44203167860668574,7
Anna / Anne / Ann / Anni,Märjamaa,Anne,3,2.3258666666666667,0.44203167860668574,7
Anna / Anne / Ann / Anni,Põlva,Anne,3,2.3258666666666667,0.44203167860668574,7
Anna / Anne / Ann / Anni,Hargla,Anne,4,3.3226666666666667,0.37158575922389564,10
Anna / Anne / Ann / Anni,Karja,Anne,4,3.3226666666666667,0.37158575922389564,10
Anna / Anne / Ann / Anni,Harju-Jaani,Gift,2,1.5488,0.36255293144473894,12
Anna / Anne / Ann / Anni,Otepää,Gift,2,1.5488,0.36255293144473894,12
Anna / Anne / Ann / Anni,Palamuse,Gift,2,1.5488,0.36255293144473894,12
Anna / Anne / Ann / Anni,Muhu,Anna,1,0.6997333333333333,0.3589556894546595,32
Anna / Anne / Ann / Anni,Muhu,Other,4,3.345066666666667,0.3580920719211597,32
Anna / Anne / Ann / Anni,Äksi,Other,2,1.568,0.3449933450999675,15
Anna / Anne / Ann / Anni,Põlva,Ann,2,1.5904,0.3247930776041222,7
Anna / Anne / Ann / Anni,Rapla,Ann,3,2.4992,0.3167844200051551,11
Anna / Anne / Ann / Anni,Hämeenlinna,Other,1,0.7317333333333333,0.31361028225344045,7
Anna / Anne / Ann / Anni,Iisaku,Other,1,0.7317333333333333,0.31361028225344045,7
Anna / Anne / Ann / Anni,Mustjala,Other,1,0.7317333333333333,0.31361028225344045,7
Anna / Anne / Ann / Anni,Rovaniemi,Other,1,0.7317333333333333,0.31361028225344045,7
Anna / Anne / Ann / Anni,Väike-Maarja,Other,3,2.5088,0.31011683117752875,24
Anna / Anne / Ann / Anni,Haljala,Anne,22,20.600533333333335,0.30833535572397475,62
Anna / Anne / Ann / Anni,Koeru,Gift,5,4.3882666666666665,0.29202204661456865,34
Anna / Anne / Ann / Anni,Setumaa,Other,5,4.3904,0.29093295191038215,42
Anna / Anne / Ann / Anni,Pärnu,Anne,2,1.6613333333333333,0.2627508101395683,5
Anna / Anne / Ann / Anni,Kanepi,Gift,1,0.7744,0.2563636363636364,6
Anna / Anne / Ann / Anni,Tarvastu,Anne,18,16.9456,0.25613971496671734,51
Anna / Anne / Ann / Anni,Kolga-Jaani,Anu,1,0.7770666666666667,0.2528982766266911,47
Anna / Anne / Ann / Anni,Kadrina,Ann,15,14.0864,0.24341990165842756,62
Anna / Anne / Ann / Anni,Põltsamaa,Ann,10,9.3152,0.22437148368995655,41
Anna / Anne / Ann / Anni,Kuusalu,Anna,1,0.8090666666666667,0.21227047914699038,37
Anna / Anne / Ann / Anni,Järva-Madise,Anne,3,2.6581333333333332,0.20968548895992745,8
Anna / Anne / Ann / Anni,Vigala,Anna,1,0.8309333333333333,0.1854705242392297,38
Anna / Anne / Ann / Anni,Kursi,Anne,4,3.654933333333333,0.1804942115868614,11
Anna / Anne / Ann / Anni,Järva-Madise,Other,1,0.8362666666666667,0.17904603596057986,8
Anna / Anne / Ann / Anni,Korpiselkä,Other,1,0.8362666666666667,0.17904603596057986,8
Anna / Anne / Ann / Anni,Ridala,Other,1,0.8362666666666667,0.17904603596057986,8
Anna / Anne / Ann / Anni,Seiskari,Other,1,0.8362666666666667,0.17904603596057986,8
Anna / Anne / Ann / Anni,Toksova,Other,1,0.8362666666666667,0.17904603596057986,8
Anna / Anne / Ann / Anni,Harju-Jaani,Ann,3,2.7264,0.16569954142413618,12
Anna / Anne / Ann / Anni,Otepää,Ann,3,2.7264,0.16569954142413618,12
Anna / Anne / Ann / Anni,Ambla,Other,3,2.8224,0.1057142857142857,27
Anna / Anne / Ann / Anni,Karula,Gift,1,0.9034666666666666,0.10155965942959506,7
Anna / Anne / Ann / Anni,Mustjala,Gift,1,0.9034666666666666,0.10155965942959506,7
Anna / Anne / Ann / Anni,Märjamaa,Gift,1,0.9034666666666666,0.10155965942959506,7
Anna / Anne / Ann / Anni,Jõhvi,Gift,3,2.8394666666666666,0.09526795353211831,22
Anna / Anne / Ann / Anni,Laiuse,Other,2,1.8816,0.08631535284093109,18
Anna / Anne / Ann / Anni,Tori,Other,2,1.8816,0.08631535284093109,18
Anna / Anne / Ann / Anni,Viru-Nigula,Gift,4,3.872,0.06504925025453939,30
Anna / Anne / Ann / Anni,Kuusamo,Other,1,0.9408,0.0610341713143319,9
Anna / Anne / Ann / Anni,Rõuge,Other,1,0.9408,0.0610341713143319,9
Anna / Anne / Ann / Anni,Vaivara,Other,1,0.9408,0.0610341713143319,9
Anna / Anne / Ann / Anni,Maarja-Magdaleena,Gift,3,2.9685333333333332,0.018263321932642292,23
Anna / Anne / Ann / Anni,Ambla,Anne,9,8.9712,0.009615396962580174,27
Anna / Anne / Ann / Anni,Tori,Anne,6,5.9808,0.007850938744209312,18
Anna / Anne / Ann / Anni,Lüganuse,Anne,2,1.9936,0.00453274159736056,6
Anna / Anne / Ann / Anni,Liperi,Anni/Annie,1,1.0112,-0.011137801978460319,6
Anna / Anne / Ann / Anni,Haljala,Anu,1,1.0250666666666666,-0.02475828342167934,62
Anna / Anne / Ann / Anni,Järva-Jaani,Ann,2,2.0448,-0.0313294373764097,9
Anna / Anne / Ann / Anni,Hargla,Other,1,1.0453333333333332,-0.04433944513137049,10
Anna / Anne / Ann / Anni,Muhu,Gift,4,4.130133333333333,-0.06403339349194026,32
Anna / Anne / Ann / Anni,Alatornio,Ann,1,1.136,-0.1275997262569362,5
Anna / Anne / Ann / Anni,Lavansaari,Ann,1,1.136,-0.1275997262569362,5
Anna / Anne / Ann / Anni,Pärnu,Ann,1,1.136,-0.1275997262569362,5
Anna / Anne / Ann / Anni,Paistu,Anna,1,1.1370666666666667,-0.12854017508305132,52
Anna / Anne / Ann / Anni,Karuse,Anne,5,5.3162666666666665,-0.13716712711056012,16
Anna / Anne / Ann / Anni,Jõelähtme,Other,1,1.1498666666666666,-0.1397594894958602,11
Anna / Anne / Ann / Anni,Rapla,Other,1,1.1498666666666666,-0.1397594894958602,11
Anna / Anne / Ann / Anni,Järva-Jaani,Gift,1,1.1616,-0.14993846304309147,9
Anna / Anne / Ann / Anni,Nõo,Gift,1,1.1616,-0.14993846304309147,9
Anna / Anne / Ann / Anni,Rõuge,Gift,1,1.1616,-0.14993846304309147,9
Anna / Anne / Ann / Anni,Vaivara,Gift,1,1.1616,-0.14993846304309147,9
Anna / Anne / Ann / Anni,Pärnu-Jaagupi,Anne,3,3.3226666666666667,-0.17701526325232822,10
Anna / Anne / Ann / Anni,Pärnu-Jaagupi,Ann,2,2.272,-0.18045326342765344,10
Anna / Anne / Ann / Anni,Laiuse,Gift,2,2.3232,-0.21204500795691705,18
Anna / Anne / Ann / Anni,Äksi,Ann,3,3.408,-0.22100920890889408,15
Anna / Anne / Ann / Anni,Otepää,Other,1,1.2544,-0.22714285714285712,12
Anna / Anne / Ann / Anni,Suure-Jaani,Gift,3,3.4848,-0.25970103599942285,27
Anna / Anne / Ann / Anni,Koeru,Ann,7,7.7248,-0.26078016911404195,34
Anna / Anne / Ann / Anni,Alatornio,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Hietamäki,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Kontiolahti,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Lavansaari,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Pärnu,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Repola,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Tartu-Maarja,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Tyrö,Anu,0,0.08266666666666667,-0.28751811537130434,5
Anna / Anne / Ann / Anni,Viru-Nigula,Anne,9,9.968,-0.30659942966821246,30
Anna / Anne / Ann / Anni,Liperi,Ann,1,1.3632,-0.31107567426169935,6
Anna / Anne / Ann / Anni,Lüganuse,Ann,1,1.3632,-0.31107567426169935,6
Anna / Anne / Ann / Anni,Heinävesi,Anu,0,0.0992,-0.31496031496047244,6
Anna / Anne / Ann / Anni,Kanepi,Anu,0,0.0992,-0.31496031496047244,6
Anna / Anne / Ann / Anni,Liperi,Anu,0,0.0992,-0.31496031496047244,6
Anna / Anne / Ann / Anni,Salmi,Anu,0,0.0992,-0.31496031496047244,6
Anna / Anne / Ann / Anni,Torma,Ann,2,2.4992,-0.31577232920641674,11
Anna / Anne / Ann / Anni,Kose,Gift,3,3.6138666666666666,-0.32291482873885047,28
Anna / Anne / Ann / Anni,Alatornio,Anna,0,0.10933333333333334,-0.33065591380365983,5
Anna / Anne / Ann / Anni,Hietamäki,Anna,0,0.10933333333333334,-0.33065591380365983,5
Anna / Anne / Ann / Anni,Kontiolahti,Anna,0,0.10933333333333334,-0.33065591380365983,5
