unified_name,county,broad_region,mentions,poems,distinct_standard_lemmas,distinct_local_lemmas,top_standard_lemmas,top_local_lemmas
Peter / Pietari / Peeter,Etelä-Karjala,Finland/Savo-Karelia,77,65,3,14,Pietari (48); Pekka (27); Petteri (2),Pietari (37); Pekka (23); pietar (2); pietari (2); Pekko (2); Pietarii (2); Petteri (2); pekka (1)
Peter / Pietari / Peeter,Virumaa,Estonia core/west,68,44,2,8,Peeter (67); Pieter (1),Peeter (57); Pieter (4); Pieder (2); Pietar (1); Pietre (1); peedarie (1); Pietri (1); Peetri (1)
Peter / Pietari / Peeter,Tartumaa,Estonia core/west,68,45,4,12,Peeter (62); Peetrus (4); Peterburi (1); peedil (1),Peeter (46); Piiter (5); Piitre (5); Peetrus (4); Pietari (1); Peedi (1); Ptrus (1); Peetrikene (1)
Peter / Pietari / Peeter,Varsinais-Suomi,Finland/Savo-Karelia,60,55,5,12,Pietari (43); Pekka (13); Petteri (2); pekka (1); Pietari (hypothetical) (1),Pietari (32); Pekka (11); Piatari (3); piatari (3); Petteri (2); pietari (2); Pieri (2); pekka (1)
Peter / Pietari / Peeter,Pärnumaa,Estonia core/west,56,31,4,7,Peeter (53); Piiter (1); Peetrus (1); peeter (1),Peeter (50); Piiter (1); Piider (1); Peender (1); piiter (1); Peetrus (1); peeter (1)
Peter / Pietari / Peeter,Häme,Finland/Savo-Karelia,55,53,3,8,Pietari (44); Pekka (9); Perttu (2),Pietari (32); Pekka (9); Piatari (6); Pietar (3); Perttu (2); pietari (1); Piete (1); Ptruus (1)
Peter / Pietari / Peeter,Võrumaa,South Estonia/Seto,55,20,5,18,Peeter (40); Petra (7); Piiter (5); Peetrus (2); Peetriga (1),Piitre (13); Peeter (9); Piiter (7); Petra (7); Piitrekene (2); peeterille (2); peetrikene (2); peetrus (2)
Peter / Pietari / Peeter,Keski-Inkeri,Ingria,52,50,6,16,Pietari (38); Petteri (10); Pekka (1); Petro (1); Petri (1); Pietarista (1),Pietari (27); Petteri (10); Piiteri (2); Pekko (1); Pietar (1); Petro (1); Pietari-sta (1); Piteri (1)
Peter / Pietari / Peeter,Itä- ja Pohjois-Inkeri,Ingria,51,42,5,12,Pietari (43); Pekka (5); Petteri (1); Pietarista (1),Pietari (33); Pekka (6); pietariin (2); Pietäri (2); Pietarissa (1); Petteri (1); pietarilt (1); Pietarin (1)
Peter / Pietari / Peeter,Harjumaa,Estonia core/west,45,33,4,11,Peeter (35); Peetrus (8); Peterburi (1); Pietari (1),Peeter (24); Peetrus (8); Pieter (4); Pietrus (2); Pietari (1); Peedari (1); Petraluis (1); Piedri (1)
Peter / Pietari / Peeter,Aunus,East Karelia/Veps/Tver,45,23,4,15,Pietari (23); Petri (13); Pekka (8); Petteri (1),Petri (10); Pekka (8); Pedri (7); Petra (5); Pietari (3); Piiteri (2); Pietarin (2); Piiterihin (1)
Peter / Pietari / Peeter,Järvamaa,Estonia core/west,43,30,4,5,Peeter (37); peeter (4); piiter (1); pekk (1),Peeter (36); peter (4); peeter (1); piiter (1); pekk (1)
Peter / Pietari / Peeter,Peräpohjola,Finland/Savo-Karelia,39,33,5,8,Petteri (14); Pekka (14); Pietari (9); Perttu (1); Perttuli (1),Pekka (14); Petter (11); Pietari (7); petter (2); Petteri (2); perttu (1); perttuli (1); pietari (1)
Peter / Pietari / Peeter,Satakunta,Finland/Savo-Karelia,37,37,5,8,Pietari (30); Pekka (3); Petteri (2); petteri (1); pekka (1),Pietari (24); pietari (3); Pekka (3); Petteri (2); Piatari (2); Pietäri (1); petters (1); pekka (1)
Peter / Pietari / Peeter,Etelä-Pohjanmaa,Finland/Savo-Karelia,32,26,4,8,Pietari (19); Pekka (11); Petter (1); Petteri (1),Pietari (15); Pekka (8); Piatari (3); Petter (2); Petteri (1); Pietu (1); Peka (1); Pekka (+ -lla) (1)
Peter / Pietari / Peeter,Läänemaa,Estonia core/west,31,16,2,6,Peeter (24); Peetrus (7),Peeter (19); Peetrus (8); Ptru (1); Pietar (1); Peet (1); Peetert (1)
Peter / Pietari / Peeter,Pohjois-Pohjanmaa,Finland/Savo-Karelia,28,23,3,6,Pekka (16); Pietari (11); Petter (1),Pekka (16); Pietari (7); Perttuli (2); Pieta (1); Petter (1); Petteri (1)
Peter / Pietari / Peeter,Saaremaa,Estonia core/west,23,16,1,4,Peeter (23),Peeter (20); Peeteri (1); pieter (1); peila (1)
Peter / Pietari / Peeter,Uusimaa,Finland/Savo-Karelia,21,18,3,7,Pietari (18); Pekka (2); pietari (1),Pietari (13); pietari (2); Pekka (2); Piatar (1); pikipietari (1); Piter (1); Peeter (1)
Peter / Pietari / Peeter,Keski-Suomi,Finland/Savo-Karelia,21,20,2,3,Pekka (12); Pietari (9),Pekka (12); Pietari (7); Pietar (2)
Peter / Pietari / Peeter,Viena,East Karelia/Veps/Tver,20,11,4,7,Petteri (10); Pekka (6); Pietari (3); Petri (1),Petteri (9); Pekka (6); Petri (1); Pietari (1); petteri (1); piiteri (1); Pietarihin (1)
Peter / Pietari / Peeter,,Other/unclear,19,15,7,8,Peeter (8); Pekka (4); Pietari (3); Peet (1); peeter (1); Petteri (1),Peeter (6); Pekka (5); Pietari (3); Pert (1); Peet (1); peetrikene (1); petteri (1); Peetrus (1)
Peter / Pietari / Peeter,Kainuu,Finland/Savo-Karelia,19,18,2,4,Pekka (17); Pietari (2),Pekka (16); Pietari (1); Petri (1); Pekka+n (1)
Peter / Pietari / Peeter,Setumaa,South Estonia/Seto,11,5,2,5,Peeter (10); *Petteri (1),Peeter (4); piitri (3); piiterit (2); pehteret (1); Piitre (1)
Peter / Pietari / Peeter,Vepsäläisalueet,East Karelia/Veps/Tver,10,8,1,9,Pietari (10),Pietari (2); Piterski (1); Piterihe (1); Piteri (1); Pedri (1); piteri (1); pietari (1); Piderin (1)
Peter / Pietari / Peeter,välismaa,Other/unclear,8,7,2,6,Peeter (7); Pietari (1),Pieter (3); Pietrus (1); Piitre (1); Peeter (1); Piedari (1); Peetri (1)
Peter / Pietari / Peeter,Tveri,East Karelia/Veps/Tver,7,7,1,4,Pietari (7),Piiteri (3); Pietari (2); Piiterin (1); piiterin (1)
Peter / Pietari / Peeter,Metsäsuomalaisten alue,Finland/Savo-Karelia,5,4,2,4,Pietari (4); Pekka (1),Pietari (2); Pietarin (1); Pekka (1); Pietrus (1)
Peter / Pietari / Peeter,Valgamaa,South Estonia/Seto,4,3,1,3,Peeter (4),Piiter (2); peeter (1); peter (1)
Peter / Pietari / Peeter,Länsipohja,Finland/Savo-Karelia,1,1,1,1,Petteri (1),Petter (1)
Martin / Mart / Märt,Viljandimaa,Estonia core/west,1007,81,16,22,Märt (460); märt (194); mart (124); Märti (112); Mart (67); mard (22); märd (6); Mard (6),Märti (351); Märt (195); märti (164); mart (59); Mart (54); marti (45); mard (43); märdi (32)
Martin / Mart / Märt,Pärnumaa,Estonia core/west,844,114,20,23,mard (150); Mart (140); mart (137); Mard (84); Märt (78); marti (70); märt (68); märti (63),mart (154); Mart (144); mard (128); märti (96); marti (88); Märti (57); Mard (47); märt (36)
Martin / Mart / Märt,Tartumaa,Estonia core/west,605,59,15,19,Märt (195); märt (174); mard (82); märd (43); Mart (31); Mard (22); mart (18); karu (14),marti (180); Märti (91); Märt (85); märt (68); märti (48); märd (30); märdi (24); Mart (20)
Martin / Mart / Märt,Läänemaa,Estonia core/west,258,49,14,10,mart (92); mard (63); Mart (53); Mard (14); mardus (10); mardid (7); mardikas (7); Mard (proper noun) (2),mart (111); mard (63); Mart (55); mardid (11); Mard (9); Mardi (4); marti (2); märti (1)
Martin / Mart / Märt,Virumaa,Estonia core/west,258,63,10,15,Mart (115); Mard (49); Märt (37); mart (20); mard (14); Mardi (11); Marti (6); Mardus (3),Mart (133); Mardi (34); mart (25); mard (14); Mard (11); Marti (11); mardi (6); marti (5)
Martin / Mart / Märt,Harjumaa,Estonia core/west,131,41,12,12,Mart (63); mart (35); mard (19); Marti (3); mardi (3); mardid (2); Mardi (1); Mard (1),Mart (48); mart (36); mard (17); Marti (16); mardi (4); Mardi (2); Mard (2); mardid (2)
Martin / Mart / Märt,Järvamaa,Estonia core/west,125,42,8,9,Mart (40); mard (24); mart (21); Märt (17); Mard (16); mardi (3); mardile (2); Mardi (2),Mart (50); mart (30); Mard (15); mard (13); Märt (6); mardile (4); mardi (3); Mardi (3)
Martin / Mart / Märt,Võrumaa,South Estonia/Seto,117,24,8,12,Märt (90); märt (13); pääsuke (4); märti (4); Mard (3); Mardisant (1); märts (1); märdi (1),märti (42); Märt (25); Märti (21); märt (13); pääsuke (4); Mard (3); Märdi (3); märdi (2)
Martin / Mart / Märt,,Other/unclear,35,8,6,6,märti (14); Märt (8); Mart (5); mard (4); märt (2); marti (2),märti (14); Märt (8); Mart (5); mard (4); märt (2); marti (2)
Martin / Mart / Märt,Saaremaa,Estonia core/west,29,16,4,8,Mart (20); mard (4); Märt (4); mardus (1),Mart (13); mard (4); mart (4); Mardi (2); Märt (2); mairt (2); mardi (1); marrus (1)
Martin / Mart / Märt,välismaa,Other/unclear,25,5,7,8,Mart (7); mard (7); mart (5); mardi (3); Märt (1); mardikesed (1); mardu (1),mard (7); Mart (6); mart (5); mardi (3); Märt (1); mardikesed (1); marsi (1); Marti (1)
Martin / Mart / Märt,Setumaa,South Estonia/Seto,11,3,2,2,Märt (10); Mardu (1),Märt (10); mardso (1)
Martin / Mart / Märt,Etelä-Karjala,Finland/Savo-Karelia,10,7,1,3,Martti (10),Martti (6); Martti-n (2); martti (2)
Martin / Mart / Märt,Pohjois-Savo,Finland/Savo-Karelia,8,7,1,3,Martti (8),Martti (5); Martin (2); martti (1)
Martin / Mart / Märt,Länsi-Inkeri,Ingria,6,4,1,4,Martti (6),Mart (2); Martin (2); Martti (1); Marti (1)
Martin / Mart / Märt,Pohjois-Pohjanmaa,Finland/Savo-Karelia,5,5,2,2,Martti (4); Martin (1),Martin (3); Martti (2)
Martin / Mart / Märt,Kainuu,Finland/Savo-Karelia,5,5,2,2,Martti (4); Martin (1),Martti (4); Martin (1)
Martin / Mart / Märt,Keski-Suomi,Finland/Savo-Karelia,4,4,2,2,Martti (3); Martin (1),Martti (2); Martin (2)
Martin / Mart / Märt,Itä- ja Pohjois-Inkeri,Ingria,4,3,1,1,Martti (4),Martti (4)
Martin / Mart / Märt,Keski-Inkeri,Ingria,3,3,1,1,Martti (3),Martti (3)
Martin / Mart / Märt,Etelä-Savo,Finland/Savo-Karelia,3,3,1,2,Martti (3),Martti (2); Mart (1)
Martin / Mart / Märt,Pohjois-Karjala,Finland/Savo-Karelia,3,3,1,1,Martti (3),Martti (3)
Martin / Mart / Märt,Viena,East Karelia/Veps/Tver,2,2,2,2,Martin (1); Martti (1),Martin (1); Martti-n (1)
Martin / Mart / Märt,Häme,Finland/Savo-Karelia,2,2,1,2,Martti (2),Martin (1); Martti (1)
Martin / Mart / Märt,Uusimaa,Finland/Savo-Karelia,1,1,1,1,räpäsky (1),rääpyskä (1)
Martin / Mart / Märt,Varsinais-Suomi,Finland/Savo-Karelia,1,1,1,1,Martti (1),Martti (1)
Martin / Mart / Märt,Etelä-Pohjanmaa,Finland/Savo-Karelia,1,1,1,1,Martti (1),Martin (1)
Catherine / Kadri / Katri,Viljandimaa,Estonia core/west,444,53,12,20,Kadri (178); Katri (156); katri (84); kadri (11); Kadril (3); Triinu (3); kadrike (3); Kaie (2),Kadri (161); Katri (156); katri (84); kadri (18); Kadril (3); Kaie (3); Triinu (3); kadrid (2)
