person_cluster,person_category,same_person_confidence,standard_lemma,local_lemma,word_normalised,root,word_in_english,mentions,poems,counties,county_counts,place_counts
Anna / Anne / Ann / Anni,given_name_family,medium,Annin,Annin,Annin,[Repeated],Ann's,3,1,1,Laatokan Karjala (Raja-Karjala) (3),Suistamo (3)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,andeeida,andeid,anne,gifts,3,3,3,Pärnumaa (1); Virumaa (1); Järvamaa (1),Halliste (1); Jõhvi (1); Koeru (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,ande,anne,gift,3,3,2,Viljandimaa (2); Tartumaa (1),Rannu (1); Paistu (1); Suure-Jaani (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,andesid,anne,gifts,3,2,2,Järvamaa (2); Tartumaa (1),Anna (1); Järva-Madise (1); Maarja-Magdaleena (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,andest,anne,from gift,3,2,3,Virumaa (1); välismaa (1); Viljandimaa (1),Viru-Jaagupi (1); välismaa (1); Suure-Jaani (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,andid,anne,gifts,3,2,2,Pärnumaa (2); Saaremaa (1),Pärnu-Jaagupi (2); Jaani (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,anne,anda,gift,3,1,1,Harjumaa (3),Kuusalu (3)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,anned,anne,gifts,3,2,1,Järvamaa (3),Ambla (2); Järva-Madise (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,annet,anda,gifts,3,1,1,Harjumaa (3),Kuusalu (3)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,annet,anne,gifts,3,2,3,välismaa (1); Tartumaa (1); Viljandimaa (1),välismaa (1); Sangaste (1); Viljandi (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,annete,anne,of gifts,3,2,1,Virumaa (3),Kadrina (3)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,annetega,anne,with gifts,3,3,3,Saaremaa (1); Virumaa (1); Läänemaa (1),Muhu (1); Kadrina (1); Vigala (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anne,annid,andma,gifts,3,2,2,Pärnumaa (2); Tartumaa (1),Tori (2); Nõo (1)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anned,anned,anne,Annes,3,1,1,Virumaa (3),Jõhvi (3)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anneke,annekes,anne,little Anne,3,1,1,Pärnumaa (3),Vändra (3)
Anna / Anne / Ann / Anni,given_name_family,medium,anne,anni,annet,anne,gift,3,3,1,Setumaa (3),Setumaa (3)
Annukka,unmapped_possible_person_name,low,Annukka,Annukka,Annukka,(proper name),Annukka,3,1,1,Laatokan Karjala (Raja-Karjala) (3),Suojärvi (3)
Annukka,unmapped_possible_person_name,low,Annukka,Annukka+n,Annukan,(proper name),Annukka,3,1,1,Laatokan Karjala (Raja-Karjala) (3),Suojärvi (3)
Antero,unmapped_possible_person_name,low,Antero,Antero,Antero,Antero (personal name),Antero,3,3,1,Keski-Inkeri (3),Tyrö (1); Moloskovitsa (1); Kaprio (1)
Antero,unmapped_possible_person_name,low,Antero,Antero,Antero,Proper name,Antero,3,3,3,Pohjois-Pohjanmaa (1); Keski-Inkeri (1); Pohjois-Karjala (1),Haapavesi (1); Kaprio (1); Ilomantsi (1)
Anterus,unmapped_possible_person_name,low,Anterus,Anterus,Anterus,(Proper name),Anterus,3,1,1,Länsi-Inkeri (3),Narvusi (3)
Appila,unmapped_possible_person_name,low,Appila,Appila,Appilan,Appila (proper noun),Appila's,3,2,2,Etelä-Savo (2); Satakunta (1),Mäntyharju (2); Tottijärvi (1)
Are,unmapped_possible_person_name,low,Are,Are,Are,Proper noun,Are,3,2,1,Pärnumaa (3),Tori (3)
Arjun,unmapped_possible_person_name,low,Arjun,Arjun,Arjun,(proper name),Arjun,3,1,1,Viljandimaa (3),Tarvastu (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadri,*Katrī (Baltic loan),Catherine,3,1,2,Pärnumaa (2); Läänemaa (1),Varbla (1); Audru (1); Tõstamaa (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadri,Kadri (proper noun),Kadri's,3,2,3,Saaremaa (1); Võrumaa (1); Läänemaa (1),Saaremaa (1); Karula (1); Vigala (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadri,Katariina (Catherine),Kadri,3,1,1,Järvamaa (3),Koeru (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadri,Katri (diminutive),Kadri,3,2,2,Pärnumaa (2); Võrumaa (1),Häädemeeste (2); Urvaste (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadrid,*Katrī,Catherines,3,1,2,Pärnumaa (2); Läänemaa (1),Varbla (1); Audru (1); Tõstamaa (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadril,Kadri,Kadri,3,2,2,Viljandimaa (2); Pärnumaa (1),Viljandimaa (1); Paistu (1); Tõstamaa (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadril,Proper name,on Kadri,3,2,2,Viljandimaa (2); Pärnumaa (1),Tarvastu (2); Pärnu-Jaagupi (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadrile,Proper name,to Kadri,3,2,2,Virumaa (2); Läänemaa (1),Simuna (2); Vigala (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,Kadri,Kadrile,kadri,to Kadri,3,1,1,Pärnumaa (3),Tori (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadri,kadri,kadri,kadri (personal name),Kadri,3,1,1,Viljandimaa (3),Tarvastu (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadrike,Kadrikene,Kadrike,Kadri,little Kadri,3,1,1,Tartumaa (3),Kodavere (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kadrina,Kadrina,Kadrina,(place name),Kadrina,3,2,2,Länsi-Inkeri (2); Virumaa (1),Narvusi (2); Kadrina (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kaisa,Kaisa,Kaisa,(proper noun),Kaisa,3,3,3,Häme (1); Uusimaa (1); Pohjois-Karjala (1),Asikkala (1); Helsinki (1); Kontiolahti (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kaisa,Kaisa,Kaisa,Katariina (diminutive),Kaisa,3,2,1,Pohjois-Karjala (1),Nurmes (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kaisa,Kaisa,Kaisa,Proper name,Kaisa,3,2,2,Pohjois-Karjala (2); Kainuu (1),Kuhmo (1); Tohmajärvi (1); Värtsilä (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kaisa,Kaisa,Kaisaa,Kaisa,Kaisa,3,3,3,Varsinais-Suomi (1); Peräpohjola (1); Häme (1),Parainen (1); Alatornio (1); Orimattila (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kaisa,Kaisa,Kaisat,Kaisa,Kaisas,3,2,2,Laatokan Karjala (Raja-Karjala) (2); Etelä-Savo (1),Suistamo (2); Puumala (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katariina,Katrina,Katrina,Katariina,Katrina,3,3,2,Itä- ja Pohjois-Inkeri (2); Virumaa (1),Toksova (2); Vaivara (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kati,Kati,Katiin,Katri,to Kati,3,1,1,Keski-Inkeri (3),Kupanitsa (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kati,Kati,Katille,Katri,to Kati,3,1,1,Keski-Inkeri (3),Kupanitsa (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Kati,Kati,Katin,Kati,Kati's,3,1,1,Itä- ja Pohjois-Inkeri (3),Toksova (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katri,(proper noun),Katri,3,1,1,Länsi-Inkeri (3),Narvusi (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katri,Katharina (via Swedish),Katri,3,3,2,Länsi-Inkeri (2); Keski-Inkeri (1),Narvusi (2); Hietamäki (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katri,Katri (diminutive of Katariina),Katri,3,3,2,Keski-Inkeri (2); Länsi-Inkeri (1),Narvusi (1); Tyrö (1); Serepetta (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katri,Katri (loan from Greek),Katri,3,1,3,Itä- ja Pohjois-Inkeri (1); Keski-Inkeri (1); Länsi-Inkeri (1),Itä- ja Pohjois-Inkeri (1); Keski-Inkeri (1); Länsi-Inkeri (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katri,Proper name,Katri,3,1,1,Länsi-Inkeri (3),Narvusi (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katri,[see above],Katri,3,1,1,Virumaa (3),Haljala (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katrin,(proper noun),Katri's,3,1,1,Länsi-Inkeri (3),Narvusi (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katri,Katri,Katrin,Katariina (Katherine),Katherine's,3,1,1,Itä- ja Pohjois-Inkeri (3),Vuole (3)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,Katriina,Katriina,Katriina,Katharina,Katriina,3,2,2,Keski-Inkeri (2); Länsi-Inkeri (1),Venjoki (2); Soikkola (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,kadri,kadri,kadrid,kadri,Kadrid,3,2,2,Harjumaa (2); Pärnumaa (1),Risti (2); Vändra (1)
Catherine / Kadri / Katri,given_name_family_or_saint,medium,kadrike,kadrikene,kadrikesed,kadri & -kene,little Kadris,3,2,2,Harjumaa (2); Läänemaa (1),Harju-Jaani (2); Lääne-Nigula (1)
Eedu,unmapped_possible_person_name,low,Eedu,Eedu,Eedu,Eedu (proper noun),Eedu,3,1,1,Harjumaa (3),Harju-Jaani (3)
Eeli,unmapped_possible_person_name,low,Eeli,Eeli,Eelin,Eeli (proper name),Eeli's,3,2,1,Peräpohjola (3),Alatornio (1); Kemi (1); Keminmaa (1)
Eeli,unmapped_possible_person_name,low,Eeli,Eeli,Eelin,Eeli (proper noun),Eeli's,3,3,2,Satakunta (2); Uusimaa (1),Tampere (1); Hyvinkää (1); Kauvatsa (1)
Eero,unmapped_possible_person_name,low,Eero,Eero,Eero,(name),Eero,3,2,2,Etelä-Karjala (2); Pohjois-Pohjanmaa (1),Saari (2); Pulkkila (1)
Eila,unmapped_possible_person_name,low,Eila,Eila,Eila,Eila (proper name),Eila,3,1,1,Läänemaa (3),Emmaste (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elina,Elina,Elina,Elina (loan from Russian Алёна),Elina,3,1,3,Itä- ja Pohjois-Inkeri (1); Keski-Inkeri (1); Länsi-Inkeri (1),Itä- ja Pohjois-Inkeri (1); Keski-Inkeri (1); Länsi-Inkeri (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elina,Elina,Elina,elä- (live),Elina,3,1,1,Satakunta (3),Tyrvää (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elina,Elina,Elinani,Elina,my Elina,3,3,1,Satakunta (3),Tottijärvi (1); Vesilahti (1); Karkku (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elina,Elinainen,Elinaisen,Elina,Elina's,3,3,2,Satakunta (2); Varsinais-Suomi (1),Tyrvää (2); Marttila (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elina,elina,Elina,Elina,Elina,3,1,1,Satakunta (3),Tyrvää (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elli,Elli,Elli,*Elli (proper noun),Elli,3,2,2,Etelä-Savo (2); Pohjois-Karjala (1),Lappee (2); Pielisjärvi (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elli,Elli,Elli,Elli (diminutive of Elisabet),Elli,3,3,3,Pohjois-Pohjanmaa (1); Pohjois-Savo (1); Varsinais-Suomi (1),Vihanti (1); Tervo (1); Uusikaupunki (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elli,Elli,Elli,Elli (given name),Elli,3,2,2,Satakunta (2); Etelä-Pohjanmaa (1),Eura (2); Laihia (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Elli,Elli,Ellin,Elisabet,Elli's,3,2,2,Keski-Suomi (2); Etelä-Savo (1),Saarijärvi (2); Savitaipale (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisa,Liisa,Liisa,Liisa (proper name),Lisa,3,3,3,Etelä-Savo (1); Etelä-Karjala (1); Pohjois-Savo (1),Lappee (1); Koivisto (1); Leppävirta (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisa,Liisa,Liisal,(proper name),Liisa (adessive),3,1,1,Tartumaa (3),Torma (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisoo,Liisu,Liisu,Liisu's,3,1,1,Setumaa (3),Setumaa (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisu,Liisoo,Liisa,Liisa's,3,1,1,Setumaa (3),Setumaa (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisu,Liisu,Elisabeth (diminutive),Liisu,3,1,1,Virumaa (3),Kadrina (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisu,Liisu,Liis (proper name) & -u (diminutive),Liisu,3,1,1,Viljandimaa (3),Suure-Jaani (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisu,Liisu,Liisa (given name),Liisu,3,1,1,Viljandimaa (3),Suure-Jaani (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisu,Liisuga,Liisu,with Liisu,3,2,3,Tartumaa (1); Läänemaa (1); Pärnumaa (1),Kodavere (1); Mihkli (1); Saarde (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisu,Liisule,Liisu,to Liisu,3,3,3,Järvamaa (1); Virumaa (1); Harjumaa (1),Peetri (1); Jõhvi (1); Jüri (1)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,Liisu,Liisust,Liisu,from-Liisu,3,1,1,Virumaa (3),Simuna (3)
Elizabeth / Liisa / Liisu / Elli,given_name_family,medium,Liisu,liisud,Liisud,Liisu,Liisus,3,1,1,Harjumaa (3),Kuusalu (3)
Elts,unmapped_possible_person_name,low,Elts,Elts,Elts,proper name,Elts,3,3,2,Virumaa (2); Järvamaa (1),Jõhvi (2); Järva-Jaani (1)
Elts,unmapped_possible_person_name,low,Elts,Elts,Eltse,Proper name,Elts,3,2,3,Virumaa (1); Pärnumaa (1); Viljandimaa (1),Väike-Maarja (1); Halliste (1); Kõpu (1)
Elts,unmapped_possible_person_name,low,Elts,Eltse,Elts,(proper name),Elts,3,2,1,Virumaa (3),Iisaku (2); Jõhvi (1)
Emuli,unmapped_possible_person_name,low,Emuli,Emuli,Emulin,(name),Emuli's,3,1,1,Etelä-Karjala (3),Kivennapa (3)
Emuli,unmapped_possible_person_name,low,Emuli,Emuli,Emulin,(proper name),Emuli's,3,1,1,Satakunta (3),Ulvila (3)
Endrik,unmapped_possible_person_name,low,Endrik,Endrik,Endrik,(proper name),Endrik,3,1,1,Saaremaa (3),Jaani (3)
Erikäinen,unmapped_possible_person_name,low,Erikäinen,Erikäinen,Erikäinen,(proper noun),Erikäinen,3,1,1,Pohjois-Karjala (3),Tuupovaara (3)
Erku,unmapped_possible_person_name,low,Erku,Erku,Erku,(proper name),Erku,3,1,1,Saaremaa (3),Pöide (3)
Esko,unmapped_possible_person_name,low,Esko,Esko,Eskon,(proper name),Esko's,3,2,1,Keski-Suomi (1),Saarijärvi (1)
Eskon,unmapped_possible_person_name,low,Eskon,eskon,eskon,Esko,Esko's,3,3,3,Laatokan Karjala (Raja-Karjala) (1); Satakunta (1); Uusimaa (1),Sortavala (1); Pori (1); Helsinki (1)
Eve / Eeva,biblical_religious,medium,Eeva,Eeva,Eeva,,Eeva,3,1,1,Pärnumaa (3),Halliste (3)
Eve / Eeva,biblical_religious,medium,Eeva,Eeva,Eeva,Eeva,Eve's,3,2,2,Pärnumaa (2); Harjumaa (1),Pärnu (2); Tallinn (1)
Eve / Eeva,biblical_religious,medium,Eeva,Eeva,Eevan,Eeva,Eve's,3,3,3,Etelä-Savo (1); Pohjois-Karjala (1); Häme (1),Savonranta (1); Nurmes (1); Korpilahti (1)
Eve / Eeva,biblical_religious,medium,aatto,uatto,aatto,aatto,eve,3,3,1,Etelä-Savo (3),Savonlinna (1); Mikkeli (1); Heinävesi (1)
George / Jüri,given_name_family_or_saint,medium,Jyrki,Jyrki,Jyrki,Jyrki (Georgios),George,3,2,2,Laatokan Karjala (Raja-Karjala) (2); Aunus (1),Impilahti (2); Repola (1)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jürg,Jüri,Georg (Greek),Jürg's,3,1,1,Virumaa (3),Iisaku (3)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jüri,Jüri,Georg (via German),Jüri,3,3,3,Järvamaa (1); Viljandimaa (1); Võrumaa (1),Ambla (1); Suure-Jaani (1); Urvaste (1)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jüri,Jüri,Georgius (via German),George,3,3,2,Saaremaa (2); Tartumaa (1),Kihelkonna (1); Püha (1); Torma (1)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jüri,Jüri,Greek Georgios,George,3,2,3,Järvamaa (1); Harjumaa (1); Tartumaa (1),Järva-Jaani (1); Harjumaa (1); Laiuse (1)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jüri,Jüri,Jüri (personal name),George,3,3,3,Läänemaa (1); Tartumaa (1); Viljandimaa (1),Märjamaa (1); Puhja (1); Viljandi (1)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jüri,Jüri,Jüri (proper noun),Jüri,3,2,2,Võrumaa (2); Saaremaa (1),Urvaste (2); Muhu (1)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jüri,Jürid,Jüri,Georges,3,3,2,Läänemaa (2); Järvamaa (1),Ambla (1); Vigala (1); Kullamaa (1)
George / Jüri,given_name_family_or_saint,medium,Jüri,Jürje,Jüri,Jüri,Jüri's,3,2,1,Virumaa (3),Jõhvi (3)
George / Jüri,given_name_family_or_saint,medium,Jüri,jurid,Jürid,Jüri,Georges,3,1,1,Läänemaa (3),Ridala (3)
George / Jüri,given_name_family_or_saint,medium,Yrjö,Jyrgi,Jyrki,Yrjö,George,3,3,2,Laatokan Karjala (Raja-Karjala) (2); Aunus (1),Salmi (2); Tulemajärvi (1)
George / Jüri,given_name_family_or_saint,medium,Yrjö,Yrkkö,Yrjön,Yrjö,Yrjö's,3,1,1,Pohjois-Pohjanmaa (3),Pohjois-Pohjanmaa (3)
George / Jüri,given_name_family_or_saint,medium,jyri,jyri,Jyri,"Uncertain, possibly Finnic root for ""body""",body,3,1,3,Itä- ja Pohjois-Inkeri (1); Keski-Inkeri (1); Länsi-Inkeri (1),Itä- ja Pohjois-Inkeri (1); Keski-Inkeri (1); Länsi-Inkeri (1)
