feature_rank_by_size,semantic_name_group,standard_lemma,standard_lemma_map_category,mentions,overall_share,is_top_map_variant
3,John / Jaan / Jussi / Hans,Juhanjussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Juhannes (Juhani),Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Juho,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Julliskoukku,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Juss (modern Estonian equivalent),Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussi & mylläri,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussi (name),Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussi sanoo,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussiheinä,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussin,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussin kukko,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussinjäkki,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jussiseta,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Järva-Jaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Järvajaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Kaara-Jaanikene,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Kalmu-Ants,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Karjajaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Kolgajaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Kontjaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Kukko-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Lopo-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Moori-Jaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Papi-Jaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Pudruhansu,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Sipro-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Suure-Jaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Tallijaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Tua-Jaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Tupakka-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,ala-ants,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,hannes,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,hannsuke,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,hans (from Hans) + -ke,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,hanssi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,hansu+ke,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,hantsuke,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,hantsukene,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaani (dial.),Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaani&hein,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanik & tuli,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanikaim,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanikiri,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanil,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanilill (St. John's herb),Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanililleke,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanitädi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaaniõis,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jaanõhtu,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jauho/Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,johanneksen,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,johanneksenpäivä,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,juhan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,juottaa-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,jussinjäkki,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,kanajaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,korpijussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,kota-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,kuiva & Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,kukk-Ants,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,kupari-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,kõrtsijaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,must+ants,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,pihka-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,savi & Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,suutari-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,terva-Jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,terva-jussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,toa+ääre+Juhan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,tuba_jaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,tuhkajuss,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,unijussi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,vaabijaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,vanha/Iivana,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,viinajaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,välja-Hans,Other,1,0.0003732736095558044,False
4,Catherine / Kadri / Katri,Kadri,Kadri,830,0.3752260397830018,True
4,Catherine / Kadri / Katri,Katri,Katri,269,0.12160940325497288,True
4,Catherine / Kadri / Katri,Kaie,Kaie,224,0.10126582278481013,True
4,Catherine / Kadri / Katri,Kaisa,Kaisa,189,0.08544303797468354,True
4,Catherine / Kadri / Katri,kadri,kadri,158,0.07142857142857142,True
4,Catherine / Kadri / Katri,Kati,Kati,92,0.04159132007233273,True
4,Catherine / Kadri / Katri,kadrik,kadrik,47,0.021247739602169982,True
4,Catherine / Kadri / Katri,kadrina,kadrina,44,0.019891500904159132,True
4,Catherine / Kadri / Katri,Kai,Other,41,0.018535262206148283,False
4,Catherine / Kadri / Katri,Katrina,Other,33,0.014918625678119348,False
4,Catherine / Kadri / Katri,Katariina,Other,30,0.013562386980108499,False
4,Catherine / Kadri / Katri,kadrike,Other,26,0.011754068716094032,False
4,Catherine / Kadri / Katri,kaisa,Other,23,0.010397830018083183,False
4,Catherine / Kadri / Katri,Katriina,Other,21,0.00949367088607595,False
4,Catherine / Kadri / Katri,Kadrina,Other,14,0.006329113924050633,False
4,Catherine / Kadri / Katri,kadr,Other,13,0.005877034358047016,False
4,Catherine / Kadri / Katri,Kadril,Other,9,0.00406871609403255,False
4,Catherine / Kadri / Katri,kaie,Other,8,0.003616636528028933,False
4,Catherine / Kadri / Katri,kaiekene,Other,8,0.003616636528028933,False
4,Catherine / Kadri / Katri,kadrisandid,Other,7,0.0031645569620253164,False
4,Catherine / Kadri / Katri,kadripäev,Other,6,0.0027124773960217,False
4,Catherine / Kadri / Katri,kai,Other,6,0.0027124773960217,False
4,Catherine / Kadri / Katri,varduga Kaie,Other,6,0.0027124773960217,False
4,Catherine / Kadri / Katri,Kadrike,Other,5,0.0022603978300180833,False
4,Catherine / Kadri / Katri,kadrikene,Other,5,0.0022603978300180833,False
4,Catherine / Kadri / Katri,Kadri & Udri,Other,4,0.0018083182640144665,False
4,Catherine / Kadri / Katri,kadrisand,Other,4,0.0018083182640144665,False
4,Catherine / Kadri / Katri,katri,Other,4,0.0018083182640144665,False
4,Catherine / Kadri / Katri,Kadrisandid,Other,3,0.00135623869801085,False
4,Catherine / Kadri / Katri,Kadrisant,Other,3,0.00135623869801085,False
4,Catherine / Kadri / Katri,kadrisant,Other,3,0.00135623869801085,False
4,Catherine / Kadri / Katri,katrina,Other,3,0.00135623869801085,False
4,Catherine / Kadri / Katri,Kaarina,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,Kadrile,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,Kaia,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,Kaieken,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,Kaisa+pa,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,Kaisa-Liisa,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,Kaiuke,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,Katti,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,kadril,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,kadrile,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,katrinainen,Other,2,0.0009041591320072332,False
4,Catherine / Kadri / Katri,(proper noun),Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadri sukk,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadri sõnad,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadri&kene,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadri_päev,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadrik,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadrikari,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadrikarja,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadrikese,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadrisaadik,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadrisand,Other,1,0.0004520795660036166,False
4,Catherine / Kadri / Katri,Kadrivarbad,Other,1,0.0004520795660036166,False
