feature_rank_by_size,semantic_name_group,standard_lemma,standard_lemma_map_category,mentions,overall_share,is_top_map_variant
3,John / Jaan / Jussi / Hans,Jaanuke,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,Joan,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,Juhannes,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,Jukka,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,Jussipussi,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,Kolga-Jaani,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,Talli-Jaan,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,antsuke,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,jaanik,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,jaanililled,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,jaaninädal,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,jaanirohi,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,juhanikene,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,talo+jussi,Other,2,0.0007465472191116088,False
3,John / Jaan / Jussi / Hans,(proper),Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Antsu_südamed,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Antsule,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Antsulegi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Aru-Jaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Aru-Jaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Hans+gi,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Hans+ke,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Hansu+kene,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Hansu+le,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Harju-Jaan,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaak,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaakko,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaakko & Jaani,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaan+i,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaanideni,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaanikaja,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaanil,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaanile,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaanilt,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaanukene,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Jaanõhtu,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Johannese,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Juha,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Juhan-Leena,Other,1,0.0003732736095558044,False
3,John / Jaan / Jussi / Hans,Juhanike,Other,1,0.0003732736095558044,False
