feature_rank_by_size,semantic_name_group,area_name,macroRegion,langLabel,langCode,standard_lemma_map_category,mentions,poems,standard_lemma_types,top_standard_lemmas,top_english_variants
1,Mary / Maria / Maarja / Mari,Pärnu-Jaagupi,Estonia core/west,North Estonian,viP,Mari,9,3,1,Mari (9),Mari (9)
1,Mary / Maria / Maarja / Mari,Pärnu-Jaagupi,Estonia core/west,North Estonian,viP,Other,1,1,1,marikene (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Põltsamaa,Estonia core/west,North Estonian,viP,Mari,29,11,1,Mari (29),Mary (16); Mari (13)
1,Mary / Maria / Maarja / Mari,Põltsamaa,Estonia core/west,North Estonian,viP,Maria,9,6,1,Maria (9),Mary (7); Maria/Maaria (2)
1,Mary / Maria / Maarja / Mari,Põltsamaa,Estonia core/west,North Estonian,viP,Marikene,3,3,1,Marikene (3),Mari (2); Mary (1)
1,Mary / Maria / Maarja / Mari,Põltsamaa,Estonia core/west,North Estonian,viP,Maarja,1,1,1,Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Põltsamaa,Estonia core/west,North Estonian,viP,Maie,1,1,1,Maie (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Põlva,South Estonia/Seto,South Estonian,viE,Mari,6,6,1,Mari (6),Mari (3); Mary (3)
1,Mary / Maria / Maarja / Mari,Põlva,South Estonia/Seto,South Estonian,viE,Maie,4,4,1,Maie (4),Maija/Maie (4)
1,Mary / Maria / Maarja / Mari,Põlva,South Estonia/Seto,South Estonian,viE,Maarja,3,2,1,Maarja (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Pöide,Estonia core/west,North Estonian,viP,Mari,23,3,1,Mari (23),Maija/Maie (20); Mari (2); Mary (1)
1,Mary / Maria / Maarja / Mari,Pöide,Estonia core/west,North Estonian,viP,Other,3,2,2,maiekene (2); maria (1),Maija/Maie (2); Mary (1)
1,Mary / Maria / Maarja / Mari,Pöide,Estonia core/west,North Estonian,viP,Maie,2,1,1,Maie (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Pöytyä,Finland/Savo-Karelia,Finnish,su,Maija,4,3,1,Maija (4),Maija/Maie (4)
1,Mary / Maria / Maarja / Mari,Pöytyä,Finland/Savo-Karelia,Finnish,su,Other,3,3,3,maito & Maija (1); makkara & Maija (1); makkara&Maija (1),Maija/Maie (3)
1,Mary / Maria / Maarja / Mari,Pühalepa,Estonia core/west,North Estonian,viP,Mari,2,2,1,Mari (2),Mari (2)
1,Mary / Maria / Maarja / Mari,Pühalepa,Estonia core/west,North Estonian,viP,Other,2,2,2,mai (1); Marja (1),Maija/Maie (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Raahe,Finland/Savo-Karelia,Finnish,su,Maija,2,1,1,Maija (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Rakvere,Estonia core/west,North Estonian,viP,Mari,2,1,1,Mari (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Rakvere,Estonia core/west,North Estonian,viP,Other,1,1,1,maritütar (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Rannu,Estonia core/west,South Estonian,viE,Mari,6,6,1,Mari (6),Mari (5); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Rannu,Estonia core/west,South Estonian,viE,Maarja,1,1,1,Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rantsila,Finland/Savo-Karelia,Finnish,su,Maija,5,4,1,Maija (5),Maija/Maie (5)
1,Mary / Maria / Maarja / Mari,Rantsila,Finland/Savo-Karelia,Finnish,su,Maaria,2,2,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Rantsila,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,Maarianainen (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Ranua,Finland/Savo-Karelia,Finnish,su,Maija,7,5,1,Maija (7),Maija/Maie (7)
1,Mary / Maria / Maarja / Mari,Ranua,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Ranua,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,Neitsyt Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rapla,Estonia core/west,North Estonian,viP,Mari,3,3,1,Mari (3),Mari (3)
1,Mary / Maria / Maarja / Mari,Rapla,Estonia core/west,North Estonian,viP,Other,1,1,1,Matsu & Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Rauma,Finland/Savo-Karelia,Finnish,su,Maija,2,2,1,Maija (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Rautalampi,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rautalampi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Rautavaara,Finland/Savo-Karelia,Finnish,su,Maaria,2,2,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Reigi,Estonia core/west,North Estonian,viP,Mari,4,3,1,Mari (4),Mari (3); Mary (1)
1,Mary / Maria / Maarja / Mari,Reigi,Estonia core/west,North Estonian,viP,Other,1,1,1,mai (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Renko,Finland/Savo-Karelia,Finnish,su,Maria,3,2,1,Maria (3),Mary (2); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Repola,East Karelia/Veps/Tver,Karelian Proper,kaV,Maria,9,6,1,Maria (9),Mary (5); Maria/Maaria (4)
1,Mary / Maria / Maarja / Mari,Repola,East Karelia/Veps/Tver,Karelian Proper,kaV,Maaria,8,6,1,Maaria (8),Mary (8)
1,Mary / Maria / Maarja / Mari,Repola,East Karelia/Veps/Tver,Karelian Proper,kaV,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Repola,East Karelia/Veps/Tver,Karelian Proper,kaV,Mari,1,1,1,Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Ridala,Estonia core/west,North Estonian,viP,Mari,4,2,1,Mari (4),Mari (4)
1,Mary / Maria / Maarja / Mari,Ridala,Estonia core/west,North Estonian,viP,Maarja,1,1,1,Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Riipuskala,East Karelia/Veps/Tver,Karelian Proper,ka,Maaria,4,3,1,Maaria (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Riipuskala,East Karelia/Veps/Tver,Karelian Proper,ka,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Risti,Estonia core/west,North Estonian,viP,Mari,29,9,1,Mari (29),Mari (28); Mary (1)
1,Mary / Maria / Maarja / Mari,Risti,Estonia core/west,North Estonian,viP,Maarja,4,2,1,Maarja (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Risti,Estonia core/west,North Estonian,viP,Other,4,4,2,Marike (3); Mari+kene (1),Mari (4)
1,Mary / Maria / Maarja / Mari,Ristijärvi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Ropsu,Ingria,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rovaniemi,Finland/Savo-Karelia,Finnish,su,Maija,4,4,1,Maija (4),Maija/Maie (4)
1,Mary / Maria / Maarja / Mari,Rovaniemi,Finland/Savo-Karelia,Finnish,su,Maria,3,3,1,Maria (3),Mary (2); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Rovaniemi,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Rovaniemi,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,Marja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Ruokolahti,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Ruotsin Ylitornio,Finland/Savo-Karelia,Tornedalen Finnish,su,Maria,2,1,1,Maria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Ruotsinpyhtää,Finland/Savo-Karelia,Outside selected Finnic areas,ru,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Ruovesi,Finland/Savo-Karelia,Finnish,su,Maija,2,1,1,Maija (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Ruovesi,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,rämppä & maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Ruskeala,East Karelia/Veps/Tver,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Ruskeala,East Karelia/Veps/Tver,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rymättylä,Finland/Savo-Karelia,Finnish,su,Maaria,2,1,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Rymättylä,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,harakka & Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Räisälä,Finland/Savo-Karelia,Finnish,su,Other,2,1,1,Marilla (2),Mari (2)
1,Mary / Maria / Maarja / Mari,Räisälä,Finland/Savo-Karelia,Finnish,su,Mari,1,1,1,Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Räpina,South Estonia/Seto,South Estonian,viE,Maarja,16,8,1,Maarja (16),Mary (16)
1,Mary / Maria / Maarja / Mari,Räpina,South Estonia/Seto,South Estonian,viE,Mari,11,6,1,Mari (11),Mari (6); Mary (5)
1,Mary / Maria / Maarja / Mari,Rääkkylä,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rääkkylä,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,Muari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rääpyvä,Ingria,Finnish,su,Maaria,2,2,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Rääpyvä,Ingria,Finnish,su,Other,2,1,2,Marinen (1); Marianen (1),Mary (2)
1,Mary / Maria / Maarja / Mari,Rääpyvä,Ingria,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rõngu,Estonia core/west,South Estonian,viE,Mari,7,5,1,Mari (7),Mari (4); Mary (3)
1,Mary / Maria / Maarja / Mari,Rõngu,Estonia core/west,South Estonian,viE,Maarja,4,3,1,Maarja (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Rõngu,Estonia core/west,South Estonian,viE,Other,2,2,1,Marike (2),Mari (2)
1,Mary / Maria / Maarja / Mari,Rõngu,Estonia core/west,South Estonian,viE,Mai,1,1,1,Mai (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Rõngu,Estonia core/west,South Estonian,viE,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rõuge,South Estonia/Seto,South Estonian,viE,Mari,25,11,1,Mari (25),Mari (22); Mary (3)
1,Mary / Maria / Maarja / Mari,Rõuge,South Estonia/Seto,South Estonian,viE,Other,3,1,1,marikene (3),Mari (3)
1,Mary / Maria / Maarja / Mari,Rõuge,South Estonia/Seto,South Estonian,viE,Maarja,1,1,1,Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Rõuge,South Estonia/Seto,South Estonian,viE,Marikene,1,1,1,Marikene (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Saarde,Estonia core/west,North Estonian,viP,Maarja,10,5,1,Maarja (10),Mary (10)
1,Mary / Maria / Maarja / Mari,Saarde,Estonia core/west,North Estonian,viP,Mari,4,4,1,Mari (4),Mari (2); Mary (2)
1,Mary / Maria / Maarja / Mari,Saarde,Estonia core/west,North Estonian,viP,Other,2,2,2,Marike (1); maarja&hais (1),Mari (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Saarde,Estonia core/west,North Estonian,viP,Maie,1,1,1,Maie (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Saarde,Estonia core/west,North Estonian,viP,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Saari,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Saarijärvi,Finland/Savo-Karelia,Finnish,su,Maija,9,9,1,Maija (9),Maija/Maie (9)
1,Mary / Maria / Maarja / Mari,Saarijärvi,Finland/Savo-Karelia,Finnish,su,Other,6,6,6,maja/maija (1); länsi & Maija (1); musta-Maija (1); varis & Maija (1); varis-maija (1); helsinki & maija (1),Maija/Maie (6)
1,Mary / Maria / Maarja / Mari,Saarijärvi,Finland/Savo-Karelia,Finnish,su,Maria,4,3,1,Maria (4),Mary (2); Maria/Maaria (2)
1,Mary / Maria / Maarja / Mari,Saarijärvi,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Sahalahti,Finland/Savo-Karelia,Finnish,su,Maria,3,2,1,Maria (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Sakkola,Finland/Savo-Karelia,Finnish,su,Mari,1,1,1,Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Sakkola,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,maariankukka (hypothetical) (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Salmi,East Karelia/Veps/Tver,Livvi-Karelian,ka,Maria,14,14,1,Maria (14),Mary (12); Maria/Maaria (2)
1,Mary / Maria / Maarja / Mari,Salmi,East Karelia/Veps/Tver,Livvi-Karelian,ka,Maaria,11,9,1,Maaria (11),Mary (11)
1,Mary / Maria / Maarja / Mari,Salmi,East Karelia/Veps/Tver,Livvi-Karelian,ka,Maija,1,1,1,Maija (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Salo,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Salo,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Sangaste,Estonia core/west,South Estonian,viE,Mari,15,8,1,Mari (15),Mari (10); Mary (5)
1,Mary / Maria / Maarja / Mari,Sangaste,Estonia core/west,South Estonian,viE,Maarja,12,9,1,Maarja (12),Mary (12)
1,Mary / Maria / Maarja / Mari,Sangaste,Estonia core/west,South Estonian,viE,Maria,5,2,1,Maria (5),Mary (5)
1,Mary / Maria / Maarja / Mari,Sangaste,Estonia core/west,South Estonian,viE,Other,4,3,3,Maieken (2); maarjapäev (1); Maarjamaa (1),Mary (2); Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Sangaste,Estonia core/west,South Estonian,viE,Maie,2,2,1,Maie (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Sangaste,Estonia core/west,South Estonian,viE,Marikene,1,1,1,Marikene (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Sauvo,Finland/Savo-Karelia,Finnish,su,Other,3,2,3,neitsyt & Maaria (1); Jämsä & Maija (1); kampela & Maija (1),Maija/Maie (2); Mary (1)
1,Mary / Maria / Maarja / Mari,Savitaipale,Finland/Savo-Karelia,Finnish,su,Maria,2,2,1,Maria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Savitaipale,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Savonlinna,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Savonranta,Finland/Savo-Karelia,Finnish,su,Maaria,5,3,1,Maaria (5),Mary (5)
1,Mary / Maria / Maarja / Mari,Seiskari,Finland/Savo-Karelia,Finnish,su,Mari,2,1,1,Mari (2),Mari (2)
1,Mary / Maria / Maarja / Mari,Serepetta,Ingria,Finnish,su,Mari,5,3,1,Mari (5),Mary (5)
1,Mary / Maria / Maarja / Mari,Serepetta,Ingria,Finnish,su,Other,5,1,2,Marja (3); marja (2),Mary (5)
1,Mary / Maria / Maarja / Mari,Serepetta,Ingria,Finnish,su,Maaria,3,2,1,Maaria (3),Mary (2); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Serepetta,Ingria,Finnish,su,Maija,2,1,1,Maija (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Serepetta,Ingria,Finnish,su,Maria,1,1,1,Maria (1),Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Setumaa,South Estonia/Seto,South Estonian,viE,Maarja,75,34,1,Maarja (75),Mary (75)
1,Mary / Maria / Maarja / Mari,Setumaa,South Estonia/Seto,South Estonian,viE,Mari,41,23,1,Mari (41),Mary (23); Mari (15); Maija/Maie (3)
1,Mary / Maria / Maarja / Mari,Setumaa,South Estonia/Seto,South Estonian,viE,Maria,14,5,1,Maria (14),Mary (14)
1,Mary / Maria / Maarja / Mari,Setumaa,South Estonia/Seto,South Estonian,viE,Other,9,7,5,Maarjale (5); Maarjat (1); manitsema (1); Mari/mariama (1); Mariale (1),Mary (7); Mari (2)
1,Mary / Maria / Maarja / Mari,Siikainen,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Siilinjärvi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Simo,Finland/Savo-Karelia,Finnish,su,Maija,2,1,1,Maija (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Simo,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Simuna,Estonia core/west,North Estonian,viP,Maie,25,2,1,Maie (25),Maija/Maie (25)
1,Mary / Maria / Maarja / Mari,Simuna,Estonia core/west,North Estonian,viP,Maarja,8,8,1,Maarja (8),Mary (8)
1,Mary / Maria / Maarja / Mari,Simuna,Estonia core/west,North Estonian,viP,Other,4,2,3,maiekene (2); Maie-l (1); maie (1),Maija/Maie (4)
1,Mary / Maria / Maarja / Mari,Simuna,Estonia core/west,North Estonian,viP,Mari,3,3,1,Mari (3),Mari (3)
1,Mary / Maria / Maarja / Mari,Simuna,Estonia core/west,North Estonian,viP,Maria,3,2,1,Maria (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Simuna,Estonia core/west,North Estonian,viP,Marikene,2,2,1,Marikene (2),Mari (2)
1,Mary / Maria / Maarja / Mari,Soanlahti,East Karelia/Veps/Tver,Finnish,su,Maria,5,5,1,Maria (5),Mary (4); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Sodankylä,Finland/Savo-Karelia,Finnish,su,Maria,2,2,1,Maria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Sodankylä,Finland/Savo-Karelia,Finnish,su,Other,2,1,1,maaria (2),Maria/Maaria (2)
1,Mary / Maria / Maarja / Mari,Soikkola,Ingria,Ingrian,in,Maaria,35,23,1,Maaria (35),Mary (26); Maria/Maaria (9)
1,Mary / Maria / Maarja / Mari,Soikkola,Ingria,Ingrian,in,Maija,26,11,1,Maija (26),Maija/Maie (26)
1,Mary / Maria / Maarja / Mari,Soikkola,Ingria,Ingrian,in,Maria,19,10,1,Maria (19),Mary (18); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Soikkola,Ingria,Ingrian,in,Other,13,7,5,Maije (5); maija (3); Marian (2); (proper noun) (2); Marja (1),Maija/Maie (10); Mary (3)
1,Mary / Maria / Maarja / Mari,Soikkola,Ingria,Ingrian,in,Mari,10,4,1,Mari (10),Mari (6); Mary (4)
1,Mary / Maria / Maarja / Mari,Soikkola,Ingria,Ingrian,in,Maarja,1,1,1,Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Soini,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Somerniemi,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Somerniemi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Somerniemi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Somero,Finland/Savo-Karelia,Finnish,su,Maria,3,2,1,Maria (3),Mary (2); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Somero,Finland/Savo-Karelia,Finnish,su,Maaria,2,1,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Somero,Finland/Savo-Karelia,Finnish,su,Maija,2,1,1,Maija (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Somero,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,Elsa-Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Sonkajärvi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Sortavala,East Karelia/Veps/Tver,Finnish,su,Maija,2,2,1,Maija (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Sortavala,East Karelia/Veps/Tver,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Sortavala,East Karelia/Veps/Tver,Finnish,su,Mari,1,1,1,Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Sortavala,East Karelia/Veps/Tver,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Sortavala,East Karelia/Veps/Tver,Finnish,su,Other,1,1,1,Marja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Sotkamo,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Soutjärvi,East Karelia/Veps/Tver,Veps,ve,Maria,2,2,1,Maria (2),Mary (1); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Maria,49,41,1,Maria (49),Mary (43); Maria/Maaria (6)
1,Mary / Maria / Maarja / Mari,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Maaria,12,12,1,Maaria (12),Mary (11); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Other,7,7,7,mustapäämari (1); Maria & emo (1); Marian (1); mahti + Maija (1); Mari (poss.) (1); Maria (loan) (1); Maaria/maa (1),Mary (4); Mari (1); Maija/Maie (1); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Mari,5,4,1,Mari (5),Mari (5)
1,Mary / Maria / Maarja / Mari,Suistamo,East Karelia/Veps/Tver,Livvi-Karelian,ka,Maija,3,3,1,Maija (3),Maija/Maie (3)
1,Mary / Maria / Maarja / Mari,Sulkava,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Suojärvi,East Karelia/Veps/Tver,Finnish,su,Maria,33,24,1,Maria (33),Mary (32); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Suojärvi,East Karelia/Veps/Tver,Finnish,su,Maaria,24,19,1,Maaria (24),Mary (22); Maria/Maaria (2)
1,Mary / Maria / Maarja / Mari,Suojärvi,East Karelia/Veps/Tver,Finnish,su,Other,5,3,2,Marian (4); Marialta (1),Mary (5)
1,Mary / Maria / Maarja / Mari,Suojärvi,East Karelia/Veps/Tver,Finnish,su,Mari,2,2,1,Mari (2),Mary (1); Mari (1)
1,Mary / Maria / Maarja / Mari,Suomusjärvi,Finland/Savo-Karelia,Finnish,su,Maarja,1,1,1,Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Suomussalmi,Finland/Savo-Karelia,Finnish,su,Other,2,1,1,maaria (2),Maria/Maaria (2)
1,Mary / Maria / Maarja / Mari,Suomussalmi,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Suomussalmi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Suonenjoki,Finland/Savo-Karelia,Finnish,su,Maaria,2,1,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Suure-Jaani,Estonia core/west,North Estonian,viP,Mari,27,12,1,Mari (27),Mari (17); Mary (10)
1,Mary / Maria / Maarja / Mari,Suure-Jaani,Estonia core/west,North Estonian,viP,Marikene,6,2,1,Marikene (6),Mary (5); Mari (1)
1,Mary / Maria / Maarja / Mari,Suure-Jaani,Estonia core/west,North Estonian,viP,Maarja,2,1,1,Maarja (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Suure-Jaani,Estonia core/west,North Estonian,viP,Maie,2,1,1,Maie (2),Maija/Maie (2)
1,Mary / Maria / Maarja / Mari,Suure-Jaani,Estonia core/west,North Estonian,viP,Maria,2,2,1,Maria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Suure-Jaani,Estonia core/west,North Estonian,viP,Other,1,1,1,Marike (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Säkkijärvi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Sääksmäki,Finland/Savo-Karelia,Finnish,su,Maria,6,3,1,Maria (6),Mary (6)
1,Mary / Maria / Maarja / Mari,Sääksmäki,Finland/Savo-Karelia,Finnish,su,Maaria,2,1,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Sääksmäki,Finland/Savo-Karelia,Finnish,su,Maija,1,1,1,Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Säämäjärvi,East Karelia/Veps/Tver,Livvi-Karelian,ka,Maaria,2,2,1,Maaria (2),Mary (1); Maria/Maaria (1)
1,Mary / Maria / Maarja / Mari,Södra Finnskoga,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,1,Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Södra Finnskoga,Finland/Savo-Karelia,Finnish,su,Maria,1,1,1,Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Taipalsaari,Finland/Savo-Karelia,Finnish,su,Maaria,2,1,1,Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Taivalkoski,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,Heikin-Maija (1),Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Tammela,Finland/Savo-Karelia,Finnish,su,Maria,7,4,1,Maria (7),Mary (5); Maria/Maaria (2)
1,Mary / Maria / Maarja / Mari,Tammela,Finland/Savo-Karelia,Finnish,su,Maaria,4,3,1,Maaria (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Tammela,Finland/Savo-Karelia,Finnish,su,Maija,4,4,1,Maija (4),Maija/Maie (2); Mary (2)
1,Mary / Maria / Maarja / Mari,Tammela,Finland/Savo-Karelia,Finnish,su,Other,2,2,2,Maarianpoika (1); Jämsä & Maija (1),Mary (1); Maija/Maie (1)
1,Mary / Maria / Maarja / Mari,Tartu-Maarja,Estonia core/west,South Estonian,viE,Maie,3,1,1,Maie (3),Maija/Maie (3)
