feature_rank_by_size,semantic_name_group,area_name,macroRegion,langLabel,langCode,standard_lemma_map_category,mentions,poems,standard_lemma_types,top_standard_lemmas,top_english_variants
5,Jesus / Christ,Juupajoki,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Juupajoki,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Juuru,Estonia core/west,North Estonian,viP,Jeesus,2,1,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Juva,Finland/Savo-Karelia,Finnish,su,Jeesus,17,13,1,Jeesus (17),Jesus (17)
5,Jesus / Christ,Juva,Finland/Savo-Karelia,Finnish,su,Jesus,9,7,1,Jesus (9),Jesus (9)
5,Jesus / Christ,Juva,Finland/Savo-Karelia,Finnish,su,Kristus,3,3,1,Kristus (3),Christ (3)
5,Jesus / Christ,Jällivaara,Finland/Savo-Karelia,Tornedalen Finnish,su,Jeesus,7,6,1,Jeesus (7),Jesus (7)
5,Jesus / Christ,Jällivaara,Finland/Savo-Karelia,Tornedalen Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Jämsä,Finland/Savo-Karelia,Finnish,su,Jeesus,2,2,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Jämsä,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Jäppilä,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Järva-Jaani,Estonia core/west,North Estonian,viP,Jeesus,2,1,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Jõelähtme,Estonia core/west,North Estonian,viP,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Jõhvi,Estonia core/west,North Estonian,viP,Jeesus,9,6,1,Jeesus (9),Jesus (9)
5,Jesus / Christ,Jüri,Estonia core/west,North Estonian,viP,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kaarma,Estonia core/west,North Estonian,viP,Jeesus,3,1,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kaavi,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kadrina,Estonia core/west,North Estonian,viP,Jeesus,14,5,1,Jeesus (14),Jesus (14)
5,Jesus / Christ,Kadrina,Estonia core/west,North Estonian,viP,Jeesukene,2,1,1,Jeesukene (2),Jesus (2)
5,Jesus / Christ,Kadrina,Estonia core/west,North Estonian,viP,Other,2,2,2,Jeesu_kene (1); jeesus (1),Jesus (2)
5,Jesus / Christ,Kalajoki,Finland/Savo-Karelia,Finnish,su,Jeesus,2,1,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Kalvola,Finland/Savo-Karelia,Finnish,su,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kalvola,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kanepi,South Estonia/Seto,South Estonian,viE,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kanepi,South Estonia/Seto,South Estonian,viE,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kangasniemi,Finland/Savo-Karelia,Finnish,su,Jeesus,6,4,1,Jeesus (6),Jesus (6)
5,Jesus / Christ,Kankaanpää,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kankaanpää,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kankaanpää,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kanneljärvi,Finland/Savo-Karelia,Finnish,su,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kannus,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kaprio,Ingria,Finnish,su,Jeesus,11,9,1,Jeesus (11),Jesus (11)
5,Jesus / Christ,Kaprio,Ingria,Finnish,su,(proper noun),6,1,1,(proper noun) (6),Jesus (6)
5,Jesus / Christ,Kaprio,Ingria,Finnish,su,Kiesus,3,2,1,Kiesus (3),Jesus (3)
5,Jesus / Christ,Kaprio,Ingria,Finnish,su,Jesus,2,2,1,Jesus (2),Jesus (2)
5,Jesus / Christ,Kaprio,Ingria,Finnish,su,Kristus,2,2,1,Kristus (2),Christ (2)
5,Jesus / Christ,Kaprio,Ingria,Finnish,su,Other,1,1,1,Kiesus (proper noun) (1),Jesus (1)
5,Jesus / Christ,Karkku,Finland/Savo-Karelia,Finnish,su,Jeesus,6,4,1,Jeesus (6),Jesus (6)
5,Jesus / Christ,Karksi,Estonia core/west,South Estonian,viE,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Karttula,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Karula,South Estonia/Seto,South Estonian,viE,Other,1,1,1,Jeesu (1),Jesus (1)
5,Jesus / Christ,Karunki,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kattila,Ingria,Votic,su,Jeesus,7,4,1,Jeesus (7),Jesus (7)
5,Jesus / Christ,Kattila,Ingria,Votic,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kauhava,Finland/Savo-Karelia,Finnish,su,Jeesus,5,5,1,Jeesus (5),Jesus (5)
5,Jesus / Christ,Kauhava,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kauhava,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kaustinen,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Keitele,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Keltto,Ingria,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kemi,Finland/Savo-Karelia,Finnish,su,Jeesus,4,3,1,Jeesus (4),Jesus (4)
5,Jesus / Christ,Kemi,Finland/Savo-Karelia,Finnish,su,Kristus,2,1,1,Kristus (2),Christ (2)
5,Jesus / Christ,Kerimäki,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kerimäki,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kestilä,Finland/Savo-Karelia,Finnish,su,Jeesus,4,1,1,Jeesus (4),Jesus (4)
5,Jesus / Christ,Kesälahti,Finland/Savo-Karelia,Finnish,su,Jeesus,12,6,1,Jeesus (12),Jesus (12)
5,Jesus / Christ,Kesälahti,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kiestinki,East Karelia/Veps/Tver,Karelian Proper,ka,Jeesus,2,2,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,Jeesus,5,5,1,Jeesus (5),Jesus (5)
5,Jesus / Christ,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,Jesus,4,1,1,Jesus (4),Jesus (4)
5,Jesus / Christ,Kiikala,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kitee,Finland/Savo-Karelia,Finnish,su,Jeesus,37,25,1,Jeesus (37),Jesus (37)
5,Jesus / Christ,Kitee,Finland/Savo-Karelia,Finnish,su,Jesus,6,4,1,Jesus (6),Jesus (6)
5,Jesus / Christ,Kitee,Finland/Savo-Karelia,Finnish,su,Kristus,2,1,1,Kristus (2),Christ (2)
5,Jesus / Christ,Kitee,Finland/Savo-Karelia,Finnish,su,Jeesuksen,1,1,1,Jeesuksen (1),Jesus (1)
5,Jesus / Christ,Kittilä,Finland/Savo-Karelia,Finnish,su,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kiukainen,Finland/Savo-Karelia,Finnish,su,Jeesus,2,1,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,Jeesus,6,2,1,Jeesus (6),Jesus (6)
5,Jesus / Christ,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,Jeesuksen,2,2,1,Jeesuksen (2),Jesus (2)
5,Jesus / Christ,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kivennapa,Finland/Savo-Karelia,Finnish,su,Kristus,2,2,1,Kristus (2),Christ (2)
5,Jesus / Christ,Kivijärvi,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kivijärvi,Finland/Savo-Karelia,Finnish,su,Jesus,3,3,1,Jesus (3),Jesus (3)
5,Jesus / Christ,Kivijärvi,Finland/Savo-Karelia,Finnish,su,Jeesuksen,1,1,1,Jeesuksen (1),Jesus (1)
5,Jesus / Christ,Kodavere,Estonia core/west,North Estonian,viP,Jeesus,5,4,1,Jeesus (5),Jesus (5)
5,Jesus / Christ,Kodavere,Estonia core/west,North Estonian,viP,Kristus,3,2,1,Kristus (3),Christ (3)
5,Jesus / Christ,Koeru,Estonia core/west,North Estonian,viP,Jeesus,8,5,1,Jeesus (8),Jesus (8)
5,Jesus / Christ,Koivisto,Finland/Savo-Karelia,Finnish,su,Jeesus,6,3,1,Jeesus (6),Jesus (6)
5,Jesus / Christ,Kolari,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kolga-Jaani,Estonia core/west,North Estonian,viP,Jeesus,4,2,1,Jeesus (4),Jesus (4)
5,Jesus / Christ,Kontiolahti,Finland/Savo-Karelia,Finnish,su,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kontiolahti,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,jesus (1),Jesus (1)
5,Jesus / Christ,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Koprina,Ingria,Finnish,su,Jeesus,10,7,1,Jeesus (10),Jesus (10)
5,Jesus / Christ,Koprina,Ingria,Finnish,su,Jeesuksen,1,1,1,Jeesuksen (1),Jesus (1)
5,Jesus / Christ,Koprina,Ingria,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Korpilahti,Finland/Savo-Karelia,Finnish,su,Jeesus,9,8,1,Jeesus (9),Jesus (9)
5,Jesus / Christ,Korpilahti,Finland/Savo-Karelia,Finnish,su,Jesus,4,4,1,Jesus (4),Jesus (4)
5,Jesus / Christ,Korpilompolo,Finland/Savo-Karelia,Tornedalen Finnish,su,Jeesus,2,2,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Jeesus,31,19,1,Jeesus (31),Jesus (31)
5,Jesus / Christ,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Kristus,8,3,1,Kristus (8),Christ (8)
5,Jesus / Christ,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kortesjärvi,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Koski Hl.,Finland/Savo-Karelia,Finnish,su,Jesus,4,2,1,Jesus (4),Jesus (4)
5,Jesus / Christ,Koski Tl.,Finland/Savo-Karelia,Finnish,su,Kristus,2,2,1,Kristus (2),Christ (2)
5,Jesus / Christ,Koski Tl.,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Koski Tl.,Finland/Savo-Karelia,Finnish,su,Kiesus,1,1,1,Kiesus (1),Jesus (1)
5,Jesus / Christ,Kuhmo,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kuhmoinen,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Kuhmoinen,Finland/Savo-Karelia,Finnish,su,Jesus,3,2,1,Jesus (3),Jesus (3)
5,Jesus / Christ,Kuhmoinen,Finland/Savo-Karelia,Finnish,su,Kristus,2,2,1,Kristus (2),Christ (2)
5,Jesus / Christ,Kuolemajärvi,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kuopio,Finland/Savo-Karelia,Finnish,su,Jeesus,4,4,1,Jeesus (4),Jesus (4)
5,Jesus / Christ,Kuorevesi,Finland/Savo-Karelia,Finnish,su,Jeesuksen,1,1,1,Jeesuksen (1),Jesus (1)
5,Jesus / Christ,Kuorevesi,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kuorevesi,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kupanitsa,Ingria,Finnish,su,Jeesus,5,2,1,Jeesus (5),Jesus (5)
5,Jesus / Christ,Kupanitsa,Ingria,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kurikka,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kuru,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kuru,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Kuusalu,Estonia core/west,North Estonian,viP,Jeesus,11,8,1,Jeesus (11),Jesus (11)
5,Jesus / Christ,Kuusalu,Estonia core/west,North Estonian,viP,Kristus,6,6,1,Kristus (6),Christ (6)
5,Jesus / Christ,Kuusalu,Estonia core/west,North Estonian,viP,Jeesukene,1,1,1,Jeesukene (1),Jesus (1)
5,Jesus / Christ,Kuusalu,Estonia core/west,North Estonian,viP,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Kuusalu,Estonia core/west,North Estonian,viP,Other,1,1,1,Iesus (1),Jesus (1)
5,Jesus / Christ,Kuusamo,Finland/Savo-Karelia,Finnish,su,Jeesus,4,4,1,Jeesus (4),Jesus (4)
5,Jesus / Christ,Kuusjärvi,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kylmäkoski,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kärkölä,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kõpu,Estonia core/west,North Estonian,viP,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Kõpu,Estonia core/west,North Estonian,viP,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Laihia,Finland/Savo-Karelia,Finnish,su,Jeesus,2,2,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Laiuse,Estonia core/west,North Estonian,viP,Kristus,4,3,1,Kristus (4),Christ (4)
5,Jesus / Christ,Laiuse,Estonia core/west,North Estonian,viP,Jeesus,2,2,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Lammi,Finland/Savo-Karelia,Finnish,su,Jeesus,2,1,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Lapinlahti,Finland/Savo-Karelia,Finnish,su,Kiesus,1,1,1,Kiesus (1),Jesus (1)
5,Jesus / Christ,Lappajärvi,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Lappajärvi,Finland/Savo-Karelia,Finnish,su,Kiesus,1,1,1,Kiesus (1),Jesus (1)
5,Jesus / Christ,Lappee,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Lavansaari,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Lehtimäki,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Lempaala,Finland/Savo-Karelia,Finnish,su,Jeesus,76,44,1,Jeesus (76),Jesus (76)
5,Jesus / Christ,Lempaala,Finland/Savo-Karelia,Finnish,su,Jesus,9,4,1,Jesus (9),Jesus (9)
5,Jesus / Christ,Leppävirta,Finland/Savo-Karelia,Finnish,su,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Leppävirta,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Lieto,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Liissilä,Ingria,Finnish,su,Jeesus,36,17,1,Jeesus (36),Jesus (36)
5,Jesus / Christ,Liissilä,Ingria,Finnish,su,Kristus,5,3,1,Kristus (5),Christ (5)
5,Jesus / Christ,Liperi,Finland/Savo-Karelia,Finnish,su,Jeesus,8,6,1,Jeesus (8),Jesus (8)
5,Jesus / Christ,Liperi,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Loppi,Finland/Savo-Karelia,Finnish,su,Jeesus,5,5,1,Jeesus (5),Jesus (5)
5,Jesus / Christ,Loppi,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Luhanka,Finland/Savo-Karelia,Finnish,su,Jeesus,2,1,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Luopioinen,Finland/Savo-Karelia,Finnish,su,Jeesus,3,1,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Luumäki,Finland/Savo-Karelia,Finnish,su,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Luumäki,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Lüganuse,Estonia core/west,North Estonian,viP,Jeesus,6,3,1,Jeesus (6),Jesus (6)
5,Jesus / Christ,Maaninka,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Maaria,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Maarja-Magdaleena,Estonia core/west,North Estonian,viP,Jeesus,3,1,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Maarja-Magdaleena,Estonia core/west,North Estonian,viP,Kristus,2,1,1,Kristus (2),Christ (2)
5,Jesus / Christ,Markkova,Ingria,Finnish,suI,Jesus,3,1,1,Jesus (3),Jesus (3)
5,Jesus / Christ,Marttila,Finland/Savo-Karelia,Finnish,su,Jeesus,9,6,1,Jeesus (9),Jesus (9)
5,Jesus / Christ,Marttila,Finland/Savo-Karelia,Finnish,su,Jesus,3,3,1,Jesus (3),Jesus (3)
5,Jesus / Christ,Metsäpirtti,Finland/Savo-Karelia,Finnish,su,Jeesus,12,6,1,Jeesus (12),Jesus (12)
5,Jesus / Christ,Mietoinen,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Mietoinen,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Moloskovitsa,Ingria,Finnish,su,Jeesus,12,6,1,Jeesus (12),Jesus (12)
5,Jesus / Christ,Muhos,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Muhu,Estonia core/west,North Estonian,viP,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Multia,Finland/Savo-Karelia,Finnish,su,Jesus,2,1,1,Jesus (2),Jesus (2)
5,Jesus / Christ,Multia,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Muonio,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Muurla,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Muuruvesi,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Mäntyharju,Finland/Savo-Karelia,Finnish,su,Jeesus,5,3,1,Jeesus (5),Jesus (5)
5,Jesus / Christ,Narvusi,Ingria,Ingrian,in,Jeesus,67,37,1,Jeesus (67),Jesus (67)
5,Jesus / Christ,Narvusi,Ingria,Ingrian,in,Jesus,18,6,1,Jesus (18),Jesus (18)
5,Jesus / Christ,Narvusi,Ingria,Ingrian,in,Kristus,9,5,1,Kristus (9),Christ (9)
5,Jesus / Christ,Narvusi,Ingria,Ingrian,in,Other,3,2,3,Isus (1); Hristos (1); Antti & Kristus (1),Christ (2); Jesus (1)
5,Jesus / Christ,Narvusi,Ingria,Ingrian,in,Jeesuksen,2,2,1,Jeesuksen (2),Jesus (2)
5,Jesus / Christ,Nastola,Finland/Savo-Karelia,Finnish,su,Jesus,2,1,1,Jesus (2),Jesus (2)
5,Jesus / Christ,Nastola,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Nekkula,East Karelia/Veps/Tver,Karelian Proper,ka,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Nekkula,East Karelia/Veps/Tver,Karelian Proper,ka,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Nekkula,East Karelia/Veps/Tver,Karelian Proper,ka,Other,1,1,1,Kristos (1),Christ (1)
5,Jesus / Christ,Nilsiä,Finland/Savo-Karelia,Finnish,su,Jeesus,7,7,1,Jeesus (7),Jesus (7)
5,Jesus / Christ,Nilsiä,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Nord-Kapp,Finland/Savo-Karelia,Kven Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Norra Finnskoga,Finland/Savo-Karelia,Finnish,su,Jeesus,3,2,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Nousiainen,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Nurmes,Finland/Savo-Karelia,Finnish,su,Jeesus,7,5,1,Jeesus (7),Jesus (7)
5,Jesus / Christ,Nurmes,Finland/Savo-Karelia,Finnish,su,Jeesuksen,1,1,1,Jeesuksen (1),Jesus (1)
5,Jesus / Christ,Nyskoga,Finland/Savo-Karelia,Finnish,su,Jeesus,2,2,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Orsa,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Orsa,Finland/Savo-Karelia,Finnish,su,Other,1,1,1,Kiesus-ni (1),Jesus (1)
5,Jesus / Christ,Oulu,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Padasjoki,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Paistu,Estonia core/west,South Estonian,viE,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Pajala,Finland/Savo-Karelia,Tornedalen Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Pajala,Finland/Savo-Karelia,Tornedalen Finnish,su,Jesus,2,2,1,Jesus (2),Jesus (2)
5,Jesus / Christ,Palamuse,Estonia core/west,North Estonian,viP,Jeesus,6,3,1,Jeesus (6),Jesus (6)
5,Jesus / Christ,Paltamo,Finland/Savo-Karelia,Finnish,su,Jesus,2,2,1,Jesus (2),Jesus (2)
5,Jesus / Christ,Parkano,Finland/Savo-Karelia,Finnish,su,Jesus,4,3,1,Jesus (4),Jesus (4)
5,Jesus / Christ,Parkano,Finland/Savo-Karelia,Finnish,su,Jeesus,2,2,1,Jeesus (2),Jesus (2)
5,Jesus / Christ,Perniö,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Pieksämäki,Finland/Savo-Karelia,Finnish,su,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Pielavesi,Finland/Savo-Karelia,Finnish,su,Jeesus,9,6,1,Jeesus (9),Jesus (9)
5,Jesus / Christ,Pielisjärvi,Finland/Savo-Karelia,Finnish,su,Jeesus,10,5,1,Jeesus (10),Jesus (10)
5,Jesus / Christ,Pielisjärvi,Finland/Savo-Karelia,Finnish,su,Jeesuksen,1,1,1,Jeesuksen (1),Jesus (1)
5,Jesus / Christ,Pielisjärvi,Finland/Savo-Karelia,Finnish,su,Jesus,1,1,1,Jesus (1),Jesus (1)
5,Jesus / Christ,Piippola,Finland/Savo-Karelia,Finnish,su,Jesus,3,1,1,Jesus (3),Jesus (3)
5,Jesus / Christ,Piippola,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Pilistvere,Estonia core/west,North Estonian,viP,Kristus,2,2,1,Kristus (2),Christ (2)
5,Jesus / Christ,Pilistvere,Estonia core/west,North Estonian,viP,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Pirkkala,Finland/Savo-Karelia,Finnish,su,Jesus,2,2,1,Jesus (2),Jesus (2)
5,Jesus / Christ,Pistojärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Jeesus,3,3,1,Jeesus (3),Jesus (3)
5,Jesus / Christ,Polvijärvi,Finland/Savo-Karelia,Finnish,su,Jeesus,1,1,1,Jeesus (1),Jesus (1)
5,Jesus / Christ,Pomarkku,Finland/Savo-Karelia,Finnish,su,Kristus,1,1,1,Kristus (1),Christ (1)
5,Jesus / Christ,Porajärvi,East Karelia/Veps/Tver,Karelian Proper,kaV,Jeesus,8,8,1,Jeesus (8),Jesus (8)
5,Jesus / Christ,Porajärvi,East Karelia/Veps/Tver,Karelian Proper,kaV,Other,3,2,2,Kristian (2); Hristos (Russian) (1),Christ (3)
5,Jesus / Christ,Porajärvi,East Karelia/Veps/Tver,Karelian Proper,kaV,Jesus,2,2,1,Jesus (2),Jesus (2)
5,Jesus / Christ,Porajärvi,East Karelia/Veps/Tver,Karelian Proper,kaV,Kristus,1,1,1,Kristus (1),Christ (1)
